"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"MIR4697HG","ovarian cancer","qPCR, RNAi, Western blot, Cell migration and invasion assay etc.","up-regulated","","","","28168162","details","","","","",""
"MIR503HG","ovarian cancer","Dual luciferase assay, qRT-PCR","down-regulated","","","","31907059","details","","","","",""
"MLK7-AS1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, RIP, other","up-regulated","","","","30249278","details","","","","",""
"MNX1-AS1","ovarian cancer","qPCR","up-regulated","","","","29271994","details","","","","",""
"MNX1-AS1","ovarian cancer","qPCR, Western blot","up-regulated","","","","28414551","details","","","","",""
"MNX1-AS1","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","24379988","details","","","","",""
"NBAT1","ovarian cancer","qPCR, Western blot etc.","down-regulated","","","","28435289","details","","","","",""
"NCK1-AS1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","31761329","details","","","","",""
"NEAT1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29790629","details","","","","",""
"NEAT1","ovarian cancer","qPCR, Western blot, RIP, Luciferase reporter assay","up-regulated","","","","30154460","details","","","","",""
"NEAT1","ovarian cancer","qPCR, luciferase reporter assay, Western blot etc.","up-regulated","","","","29180871","details","","","","",""
"NEAT1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","27075229","details","","","","",""
"NEAT1","ovarian cancer","qPCR etc.","up-regulated","","","","27608895","details","","","","",""
"NEAT1","ovarian cancer","qPCR, western blot etc.","up-regulated","","","","29790629","details","","","","",""
"NNT-AS1","ovarian cancer","qPCR, in vitro knockdown","down-regulated","","","","29805655","details","","","","",""
"NNT-AS1","ovarian cancer","qPCR etc.","down-regulated","","","","29805655","details","","","","",""
"NORAD","ovarian cancer","qRT-PCR, Western blot","up-regulated","","","","32141533","details","","","","",""
"NORAD","ovarian cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31299866","details","","","","",""
"NORAD","epithelial ovarian cancer","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31250987","details","","","","",""
"NR_023915","ovarian cancer","qPCR","up-regulated","","","","29805570","details","","","","",""
"NR_026689","ovarian cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27624216","details","","","","",""
"NR_038435","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","28128423","details","","","","",""
"NR_038464","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","28128423","details","","","","",""
"OIP5-AS1","ovarian cancer","qPCR etc.","down-regulated","","","","29219179","details","","","","",""
"OR3A4","ovarian cancer","qPCR, Western blot, RIP","up-regulated","","","","30964160","details","","","","",""
"OVAL","ovarian cancer","RNA-seq, qPCR etc.","down-regulated","","","","24265805","details","","","","",""
"P15INK4B","ovarian cancer","qPCR, Western blot etc.","down-regulated","","","","27095571","details","","","","",""
"PANDAR","ovarian cancer","qPCR, Western blot, RNAi, RIP, other","up-regulated","","","","30375398","details","","","","",""
"PCAT1","ovarian cancer","qPCR, Luciferase reporter assay","up-regulated","","","","30899305","details","","","","",""
"PCAT1","epithelial ovarian cancer","RT-qPCR, Western blotting","up-regulated","","","","31934037","details","","","","",""
"PCAT1","ovarian cancer","qPCR, Western blot","up-regulated","","","","31210290","details","","","","",""
"PCAT6","ovarian cancer","qPCR, Western blot","up-regulated","","","","31646553","details","","","","",""
"PCGEM1","ovarian cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29949791","details","","","","",""
"PCGEM1","ovarian cancer","qPCR, Western blot, etc.","up-regulated","","","","29949791","details","","","","",""
"PTAF","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29929545","details","","","","",""
"PTAF","ovarian cancer","qPCR, Western blot, etc.","up-regulated","","","","29929545","details","","","","",""
"PTAL","ovarian cancer","RT-PCR, Western blotting","up-regulated","","","","31930166","details","","","","",""
"PTAR","ovarian cancer","qPCR, Western blot","up-regulated","","","","30098599","details","","","","",""
"PVT1","ovarian cancer","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29957467","details","","","","",""
"PVT1","ovarian cancer","qPCR, Western blot, other","up-regulated","","","","30468460","details","","","","",""
"PVT1","ovarian cancer","qPCR, Western blot, RIP, other","up-regulated","","","","30197791","details","","","","",""
"PVT1","ovarian cancer","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31222482","details","","","","",""
"PVT1","ovarian cancer","qPCR, RNAi etc.","down-regulated","","","","26097562","details","","","","",""
"PVT1","ovarian cancer","qPCR etc.","up-regulated","","","","17908964","details","","","","",""
"PVT1","ovarian cancer","qPCR, Western blot etc.","up-regulated","","","","26884974","details","","","","",""
"PVT1","ovarian cancer","qPCR, Cell proliferation assay, Flow cytometric assay, Luciferase reporter assay, etc.","up-regulated","","","","29957467","details","","","","",""
"RAD51-AS1","epithelial ovarian cancer","Microarray, qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28667302","details","","","","",""
"RHPN1-AS1","epithelial ovarian cancer","qRT-PCR, Western blot, Microarray","up-regulated","","","","32163372","details","","","","",""
"RP11-135L22.1","ovarian cancer","qRT-PCR, Western blot","down-regulated","","","","29509240","details","","","","",""
"RP11-166P13.3","ovarian cancer","qRT-PCR, Western blot analysis, RIP","up-regulated","","","","31920390","details","","","","",""
"RP11-190D6.2","epithelial ovarian cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","down-regulated","","","","28280357","details","","","","",""
"RP11-199F11.2","high grade ovarian serous cancer","Microarray, qPCR etc.","up-regulated","","","","29577163","details","","","","",""
"RP11-552M11.4","ovarian cancer","Microarray, qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","29478268","details","","","","",""
"RP11_697E22.2","ovarian cancer","qPCR","up-regulated","","","","29805570","details","","","","",""
"SDHAP1","ovarian cancer","qPCR, Western blot etc","up-regulated","","","","32211849","details","","","","",""
"snaR","ovarian cancer","qPCR, Western blot","up-regulated","","","","30093110","details","","","","",""
"SNHG1","ovarian cancer","qPCR, Western blot","up-regulated","","","","29424921","details","","","","",""
"SNHG12","ovarian cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30964158","details","","","","",""
"SNHG14","ovarian cancer","qRT-PCR, Western blot analysis","up-regulated","","","","31841176","details","","","","",""
"SNHG14","ovarian cancer","qRT-PCR , RIP , in vitro knockdown etc.","up-regulated","","","","31173283","details","","","","",""
"SNHG16","ovarian cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29461589","details","","","","",""
"SNHG20","epithelial ovarian cancer","qPCR, Western blot","up-regulated","","","","30846486","details","","","","",""
"SNHG20","ovarian cancer","qPCR, Western blot, in vitro knockdown, RNAi","up-regulated","","","","29101241","details","","","","",""
"SNHG22","epithelial ovarian cancer","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31581131","details","","","","",""
"SNHG3","ovarian cancer","qPCR, Western blot","up-regulated","","","","29921511","details","","","","",""
"SNHG3","ovarian cancer","qPCR, Western blot, etc.","up-regulated","","","","29921511","details","","","","",""
"SNHG5","ovarian cancer","qRT-PCR, Luciferase reporter assay, RIP","down-regulated","","","","31884343","details","","","","",""
"SOCAR","Ovarian cancer","qPCR, Western blot","up-regulated","","","","31299360","details","","","","",""
"SOX2OT","ovarian cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29434823","details","","","","",""
"SPRY4-IT1","ovarian cancer","qPCR, Western blot etc.","down-regulated","","","","28691641","details","","","","",""
"SPRY4-IT1","ovarian cancer","qPCR, RNAi, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","28129625","details","","","","",""
"TC0100223","epithelial ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","24481591","details","","","","",""
"TC0101441","epithelial ovarian cancer","qRT-PCR, Western blotting etc.","up-regulated","","","","31577838","details","","","","",""
"TC0101441","ovarian cancer","Western blot etc.","up-regulated","","","","28714515","details","","","","",""
"TC0101441","epithelial ovarian cancer","Microarray, qPCR etc.","up-regulated","","","","24481591","details","","","","",""
"TC0101441","epithelial ovarian cancer","Microarray, qPCR, RNAi, Western blot etc.","up-regulated","","","","24380700","details","","","","",""
"TC0101686","epithelial ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","24481591","details","","","","",""
"TC0101686","epithelial ovarian cancer","Microarray, qPCR, RNAi, Western blot etc.","down-regulated","","","","24380700","details","","","","",""
"TC1500845","ovarian cancer","Microarray, qPCR etc.","up-regulated","","","","24481591","details","","","","",""
"TCONS_00008505","ovarian cancer","qPCR","down-regulated","","","","29805570","details","","","","",""
"TCONS_00021730","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","28128423","details","","","","",""
"TDRG1","epithelial ovarian cancer","RT-PCR, Western blot, Luciferase reporter assay","up-regulated","","","","28984384","details","","","","",""
"TINCR","ovarian cancer","qPCR","up-regulated","","","","31545411","details","","","","",""
"TLR8-AS1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","32278547","details","","","","",""
"TP53TG1","ovarian cancer","qPCR etc.","down-regulated","","","","29219179","details","","","","",""
"TP73-AS1","ovarian cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29904939","details","","","","",""
"TP73-AS1","epithelial ovarian cancer","RT-PCR, Western blotting, in vitro knockdown etc.","up-regulated","","","","31105851","details","","","","",""
"TP73-AS1","ovarian cancer","qPCR, Western blot, etc.","up-regulated","","","","29904939","details","","","","",""
"TPT1-AS1","epithelial ovarian cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30941821","details","","","","",""
"TTN-AS1","ovarian cancer","qRT-PCR","down-regulated","","","","32049388","details","","","","",""
"TTN-AS1","ovarian cancer","qRT-PCR, Western blot, RIP","up-regulated","","","","32006899","details","","","","",""
"TUBA4B","ovarian cancer","qPCR, Western blot, RNAi etc.","down-regulated","","","","28578489","details","","","","",""
"TUG1","ovarian cancer","qPCR, Luciferase reporter assay etc","up-regulated","","","","32189969","details","","","","",""
"TUG1","ovarian cancer","qRT-PCR, Luciferase activity assay, Western blotting","up-regulated","","","","31930662","details","","","","",""
"TUG1","epithelial ovarian cancer","qPCR, Western blot, other","up-regulated","","","","30349317","details","","","","",""
"TUG1","epithelial ovarian cancer","qPCR, Western blot, other","up-regulated","","","","30200102","details","","","","",""
"TUG1","epithelial ovarian cancer","qPCR, Western blot etc.","up-regulated","","","","29742691","details","","","","",""
"TUG1","ovarian cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27693324","details","","","","",""
"uc010jub.1","ovarian cancer","qPCR","down-regulated","","","","29805570","details","","","","",""
"UCA1","ovarian cancer","qRT-PCR, Western blot","up-regulated","","","","32016960","details","","","","",""
"UCA1","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29777711","details","","","","",""
"UCA1","ovarian cancer","qRT-PCR , Microarray etc.","up-regulated","","","","31011626","details","","","","",""
"UCA1","Epithelial Ovarian Cancer","RNA-seq, qPCR, Western blot, RIP","differential expression","","","","31307004","details","","","","",""
"UCA1","Ovarian Cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31234009","details","","","","",""
"UCA1","epithelial ovarian cancer","qPCR, RNAi, RIP, Luciferase reporter assay etc.","up-regulated","","","","26867765","details","","","","",""
"UCA1","ovarian cancer","qPCR etc.","up-regulated","","","","26851957","details","","","","",""
"UCA1","ovarian cancer","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","25866223","details","","","","",""
"UCA1","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","24379988","details","","","","",""
"UCA1","ovarian cancer","qPCR","up-regulated","","","","29953778","details","","","","",""
"UCA1","ovarian cancer","qPCR, western blot etc.","up-regulated","","","","29777711","details","","","","",""
"UNC5B-AS1","ovarian cancer","RT-qPCR, Western blot, Dual Luciferase reporter analysis, RIP","up-regulated","","","","31903696","details","","","","",""
"WDFY3-AS2","ovarian cancer","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31347170","details","","","","",""
"XIST","epithelial ovarian cancer","qPCR","up-regulated","","","","31564909","details","","","","",""
"XIST","ovarian cancer","qPCR, Dual luciferase reporter assay, Western blotting","down-regulated","","","","31930432","details","","","","",""
"XIST","epithelial ovarian cancer","qPCR, Luciferase reporter assay, other","up-regulated","","","","30207107","details","","","","",""
"XIST","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","17143508","details","","","","",""
"XIST","ovarian cancer","Microarray, qPCR etc.","down-regulated","","","","12492109","details","","","","",""
"ZFAS1","ovarian cancer","qPCR etc.","up-regulated","","","","28154416","details","","","","",""
"ZFAS1","epithelial ovarian cancer","qPCR, Cell transfection, Western blot, Luciferase reporter assay, MTT assay etc.","up-regulated","","","","28099946","details","","","","",""
"ZNF300P1","epithelial ovarian cancer","qPCR, RNAi, MSH-PCR etc.","up-regulated","","","","24393131","details","","","","",""
