"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"DANCR","colorectal cancer","qRT-PCR, RIP, Western blotting analysis","up-regulated","","","","31863900","details","","","","",""
"DANCR","colon cancer","qPCR, Western blot","up-regulated","","","","30127873","details","","","","",""
"DANCR","colorectal cancer","qPCR etc.","up-regulated","","","","26617879","details","","","","",""
"DANCR","colorectal cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","29717105","details","","","","",""
"DDX11-AS1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31298324","details","","","","",""
"DGCR5","colorectal cancer","qPCR, other","down-regulated","","","","31452812","details","","","","",""
"DJ974N19.1","colorectal cancer","qPCR, STS-PCR, ISH etc.","down-regulated","","","","16110499","details","","","","",""
"DLEU1","colorectal cancer","qPCR, ChIP, RIP, Northern blot","up-regulated","","","","30098595","details","","","","",""
"DLEU7-AS1","colorectal cancer","qPCR, Western blot","up-regulated","","","","29364477","details","","","","",""
"DLX6-AS1","colorectal cancer","qRT-PCR , Luciferase reporter assay , RIP , in vitro knockdown etc.","up-regulated","","","","31115000","details","","","","",""
"DLX6-AS1","colorectal cancer","qPCR, Western blot","up-regulated","","","","31646562","details","","","","",""
"DMTF1v4","colon cancer","qPCR, Western blot","up-regulated","","","","29949153","details","","","","",""
"DMTF1v4","colon cancer","qPCR, Western blot, etc.","up-regulated","","","","29949153","details","","","","",""
"DPP10-AS1","colorectal cancer","qPCR","down-regulated","","","","28406230","details","","","","",""
"DQ786243","colorectal cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26934980","details","","","","",""
"DSCAM-AS1","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","31730864","details","","","","",""
"DUSP","colon cancer","RNA-seq, qPCR, RNAi etc.","down-regulated","","","","29743621","details","","","","",""
"DUXAP10","colorectal cancer","qPCR etc.","up-regulated","","","","28779166","details","","","","",""
"DUXAP8","colorectal cancer","qPCR, RIP etc.","up-regulated","","","","31786844","details","","","","",""
"DUXAP8","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31364111","details","","","","",""
"EIF3J-AS1","colorectal cancer","RT-qPCR, Western blot","up-regulated","","","","31709617","details","","","","",""
"ELFN1-AS1","colorectal cancer","qRT-PCR, Microarray, Luciferase reporter assay, RIP, Western blotting","up-regulated","","","","31929141","details","","","","",""
"ENSG00000231881","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30581003","details","","","","",""
"ENST00000425785","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","25009386","details","","","","",""
"ENST00000430471","colorectal cancer","Microarray, qPCR, Flow cytometry assay etc.","up-regulated","","","","27217770","details","","","","",""
"ENST00000438686","colon cancer","Microarray, qPCR etc.","up-regulated","","","","26812883","details","","","","",""
"ENST00000440498","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","26847923","details","","","","",""
"ENST00000455974","colon cancer","qPCR, Western blot, etc.","up-regulated","","","","30473216","details","","","","",""
"ENST00000455974","colon cancer","Microarray, qPCR etc.","up-regulated","","","","28160106","details","","","","",""
"ENST00000465846","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","25009386","details","","","","",""
"ENST00000468960","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","25921151","details","","","","",""
"ENST00000502076","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","26847923","details","","","","",""
"ENST00000521815","colon cancer","Microarray, qPCR etc.","up-regulated","","","","28160106","details","","","","",""
"ENST00000535511","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","28177879","details","","","","",""
"ENST00000539009","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","25921151","details","","","","",""
"ENST00000544591","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","25921151","details","","","","",""
"ENST00000547547","colorectal cancer","qPCR, Western blot, etc.","down-regulated","","","","30542703","details","","","","",""
"ENST00000547547","colorectal cancer","qPCR, Western blot, RIP","down-regulated","","","","29115526","details","","","","",""
"ENST00000552364","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","26847923","details","","","","",""
"ENST00000575202","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","25921151","details","","","","",""
"ENST00000609220","colon cancer","Microarray, qPCR etc.","up-regulated","","","","28160106","details","","","","",""
"EWSAT1","colorectal cancer","qPCR, Western blot, other","up-regulated","","","","30402843","details","","","","",""
"EZR-AS1","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","31693738","details","","","","",""
"FAL1","colon cancer","qPCR, Western blot, other","up-regulated","","","","30290064","details","","","","",""
"FAL1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30267804","details","","","","",""
"FAL1","colon cancer","qPCR, RNA pull-down assay etc.","up-regulated","","","","25203321","details","","","","",""
"FAM3D-AS1","colorectal cancer","RT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31147452","details","","","","",""
"FAM83H-AS1","colon cancer","qPCR, western blot","up-regulated","","","","31545230","details","","","","",""
"FAM83H-AS1","colorectal cancer","RT-qPCR, Western blot, in vitro knockdown","up-regulated","","","","29434883","details","","","","",""
"FAM83H-AS1","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","27895773","details","","","","",""
"FBXL19-AS1","colorectal cancer","Microarray, qPCR, Luciferase reporter assay etc.","up-regulated","","","","28479250","details","","","","",""
"FENDRR","colorectal cancer","qPCR","down-regulated","","","","31724220","details","","","","",""
"FENDRR","colon cancer","qPCR, Western blot","down-regulated","","","","31213846","details","","","","",""
"FER1L4","colon cancer","qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","down-regulated","","","","26224446","details","","","","",""
"FEZF1-AS1","colorectal cancer","Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29914894","details","","","","",""
"FEZF1-AS1","colorectal cancer","qPCR, RNAi, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","26848625","details","","","","",""
"FEZF1-AS1","colorectal cancer","qPCR, Microarray, RNA-seq, Luciferase reporter assay, RIP, Western blot, etc.","up-regulated","","","","29914894","details","","","","",""
"FGD5-AS1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31332696","details","","","","",""
"FIRRE-201","colorectal cancer","RNA-seq, qPCR","up-regulated","","","","30039525","details","","","","",""
"FLANC","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","31988194","details","","","","",""
"FOXD2-AS1","colorectal cancer","Luciferase Assay, RT-PCR, Western blot","up-regulated","","","","31908535","details","","","","",""
"FOXD2-AS1","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","28925486","details","","","","",""
"FOXD3-AS1","colorectal cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31058315","details","","","","",""
"FOXP4-AS1","colorectal cancer","qPCR, RNAi, Flow cytometry assay etc.","up-regulated","","","","27790757","details","","","","",""
"FTX","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","29925853","details","","","","",""
"FTX","colorectal cancer","qPCR, Luciferase reporter assay etc.","up-regulated","","","","32280242","details","","","","",""
"FTX","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","26629053","details","","","","",""
"FTX","colorectal cancer","qPCR, RIP, etc.","up-regulated","","","","29925853","details","","","","",""
"GACAT3","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29593420","details","","","","",""
"GAPLINC","colorectal cancer","Microarray, qPCR, Western blot, RNA pull-down assay etc.","up-regulated","","","","27259250","details","","","","",""
"GAPLINC","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29427222","details","","","","",""
"GAS5","Colorectal cancer","qPCR, Luciferase reporter assay","up-regulated","","","","30902880","details","","","","",""
"GAS5","colorectal cancer","qPCR, Dual Luciferase reporter assay, Western blot","down-regulated","","","","30066886","details","","","","",""
"GAS5","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","30672001","details","","","","",""
"GAS5","Colorectal cancer","qPCR, Wetern blot, Luciferase reporter assay, RIP","down-regulated","","","","31400607","details","","","","",""
"GAS5","colon cancer","qPCR, Western blot, RNAi","up-regulated","","","","28722800","details","","","","",""
"GAS5","colorectal cancer","qPCR etc.","up-regulated","","","","27391432","details","","","","",""
"GAS5","colorectal cancer","Microarray, qPCR etc.","down-regulated","","","","27591862","details","","","","",""
"GAS5","colorectal cancer","qPCR etc.","down-regulated","","","","27863421","details","","","","",""
"GAS5","colorectal cancer","qPCR, Flow cytometry assay etc.","down-regulated","","","","25326054","details","","","","",""
"GAS5","colorectal cancer","qPCR etc.","up-regulated","","","","29630521","details","","","","",""
"GAS5","colorectal cancer","qRT-PCR, Western blot","down-regulated","","","","29308053","details","","","","",""
"GAS5","colorectal cancer","qPCR, RNAi, Western blot, MTT assay etc.","down-regulated","","","","28099146","details","","","","",""
"GAS5","colorectal cancer","qPCR, in vitro knockdown etc.","down-regulated","","","","28521420","details","","","","",""
"GAS8-AS","colorectal cancer","qRT-PCR etc.","up-regulated","","","","31132513","details","","","","",""
"GClnc1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31298323","details","","","","",""
"GHET1","colorectal cancer","qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","27931286","details","","","","",""
"GHET1","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","27131316","details","","","","",""
"GHRLOS","colorectal cancer","qPCR etc.","down-regulated","","","","29187879","details","","","","",""
"GIHCG","Colorectal cancer","qPCR","up-regulated","","","","30799935","details","","","","",""
"GLCC1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP","up-regulated","","","","31375671","details","","","","",""
"GSEC","colon cancer","Microarray, qPCR, RNAi, RIP, RNA pull-down assay etc.","up-regulated","","","","27797375","details","","","","",""
"GUARDIN","colon cancer","Microarray, Luciferase reporter assay, in vitro knockdown, RNAi etc.","up-regulated","","","","29593331","details","","","","",""
"H19","colorectal cancer","qPCR, Microarray","up-regulated","","","","30920116","details","","","","",""
"H19","colon cancer","qPCR , Western blot , in vitro knockdown etc.","down-regulated","","","","31602323","details","","","","",""
"H19","colorectal cancer","qPCR, Western blot","up-regulated","","","","30127936","details","","","","",""
"H19","colorectal cancer","RNA-seq, qPCR, Western blot, RIP, Luciferase reporter assays","up-regulated","","","","30083271","details","","","","",""
"H19","colorectal cancer","qPCR, RIP, Western blot, Luciferase reporter assay, other","up-regulated","","","","30451820","details","","","","",""
"H19","colorectal cancer","qPCR, other","NA","","","","31452627","details","","","","",""
"H19","colorectal cancer","qPCR","up-regulated","","","","31232113","details","","","","",""
"H19","colon cancer","qPCR, Northern blot, ISH etc.","up-regulated","","","","19926638","details","","","","",""
"H19","colon cancer","qPCR, Cell transfection, Western blot, ChIP, Luciferase reporter assay, MTT assay etc.","up-regulated","","","","28189050","details","","","","",""
"H19","colon cancer","qPCR, western blot, luciferase reporter assay","differential expression","","","","28358427","details","","","","",""
"H19","colon cancer","qPCR, Western blot etc.","up-regulated","","","","28781681","details","","","","",""
"H19","colorectal cancer","qPCR, Northern blot, ISH etc.","up-regulated","","","","19926638","details","","","","",""
"H19","colorectal cancer","qPCR, Cell transfection, Western blot etc.","up-regulated","","","","27919747","details","","","","",""
"H19","colorectal cancer","qPCR etc.","down-regulated","","","","29036538","details","","","","",""
"H19","colorectal cancer","Microarray, qPCR, RIP, ChIP etc.","differential expression","","","","27789274","details","","","","",""
"H19","colorectal cancer","qPCR, Western blot, RIP, Flow cytometry assay etc.","up-regulated","","","","26989025","details","","","","",""
"H19","colorectal cancer","qPCR etc.","up-regulated","","","","27391432","details","","","","",""
"H19","colorectal cancer","qPCR etc.","up-regulated","","","","27596298","details","","","","",""
"H19","colorectal cancer","qPCR, RFLP-PCR etc.","up-regulated","","","","22427002","details","","","","",""
"H19","colorectal cancer","qPCR etc.","differential expression","","","","12438232","details","","","","",""
"H19","colorectal cancer","qPCR etc.","up-regulated","","","","11120891","details","","","","",""
"H19","colorectal cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","29754471","details","","","","",""
"H19","colorectal cancer","qPCR, RNAi, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28164117","details","","","","",""
"H19","colorectal cancer","qPCR, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","26068968","details","","","","",""
"H19","colorectal cancer","qPCR","up-regulated","","","","28406230","details","","","","",""
"H19","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","28781681","details","","","","",""
"HAGLR","colorectal cancer","qPCR","down-regulated","","","","28406230","details","","","","",""
"HAND2-AS1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","down-regulated","","","","31760170","details","","","","",""
"HAND2-AS1","colorectal cancer","qPCR, Luciferase assay","down-regulated","","","","30078677","details","","","","",""
"HANR","colorectal cancer","qRT-PCR","up-regulated","","","","32049807","details","","","","",""
"HCG18","colorectal cancer","RT-qPCR, Dual luciferase reporter assay, Western blot analysis","up-regulated","","","","31854468","details","","","","",""
"HCP5","Colorectal cancer","qPCR, Western blot","up-regulated","","","","30899394","details","","","","",""
"HIF1A-AS1","colorectal cancer","qPCR","up-regulated","","","","28946548","details","","","","",""
"HIF1A-AS2","colorectal cancer","qRT-PCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","29278853","details","","","","",""
"HIF2PUT","colorectal cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26648739","details","","","","",""
"HLA-F-AS1","colorectal cancer","qRT-PCR, Dual luciferase reporter gene assay, Western blot","up-regulated","","","","31863778","details","","","","",""
"HNF1A-AS1","colorectal cancer","RT-qPCR, Western blot","up-regulated","","","","32110048","details","","","","",""
"HNF1A-AS1","colon cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","32325080","details","","","","",""
"HNF1A-AS1","colon cancer","qPCR, Luciferase reporter assay, RIP","up-regulated","","","","28943452","details","","","","",""
"HNF1A-AS1","colorectal cancer","qPCR etc.","up-regulated","","","","28791380","details","","","","",""
"HNF1A-AS1","colorectal cancer","qPCR, Western blot, RNAi","up-regulated","","","","29145164","details","","","","",""
"HOTAIR","colorectal cancer","RT-qPCR, Western blot","up-regulated","","","","32144238","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Western blot","up-regulated","","","","29808247","details","","","","",""
"HOTAIR","Colorectal cancer","RNA-seq","up-regulated","","","","30981759","details","","","","",""
"HOTAIR","colorectal cancer","qRT-PCR, Western blot analysis, Dual luciferase reporter gene assay, RIP","up-regulated","","","","31694696","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, RIP, other","up-regulated","","","","30362162","details","","","","",""
"HOTAIR","colon cancer","qPCR, Western blot, Luciferase reporter assay, other","down-regulated","","","","30335892","details","","","","",""
"HOTAIR","colon cancer","qPCR, Luciferase reporter assay","up-regulated","","","","31298326","details","","","","",""
"HOTAIR","colon cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28756022","details","","","","",""
"HOTAIR","colon cancer","qPCR etc.","up-regulated","","","","27298568","details","","","","",""
"HOTAIR","colon cancer","Microarray, qPCR, RNAi, ChIP, Luciferase reporter assay etc.","up-regulated","","","","24022994","details","","","","",""
"HOTAIR","colon cancer","qPCR, RNAi, Western blot, Flow cytometry assay etc.","up-regulated","","","","26962687","details","","","","",""
"HOTAIR","colon cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","24840737","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Luciferase reporter assay etc.","up-regulated","","","","29137688","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Western blot etc.","down-regulated","","","","27069543","details","","","","",""
"HOTAIR","colorectal cancer","qPCR etc.","down-regulated","","","","26823726","details","","","","",""
"HOTAIR","colorectal cancer","qPCR etc.","up-regulated","","","","24583926","details","","","","",""
"HOTAIR","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","25456707","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","25432874","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, RNAi etc.","up-regulated","","","","21862635","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, RIP, Western blot etc.","down-regulated","","","","28918035","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Western blot, Luciferase report assay etc.","up-regulated","","","","28364379","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Luciferase reporter assay, Western blot, RIP","up-regulated","","","","29680837","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26549670","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, western blot etc.","down-regulation","","","","29808247","details","","","","",""
"HOTAIR","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","29808247","details","","","","",""
"HOTAIRM1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31261026","details","","","","",""
"HOTAIRM1","colorectal cancer","Microarray, qPCR, Cell proliferation assay etc.","down-regulated","","","","27307307","details","","","","",""
"HOTTIP","colorectal cancer","qRT-PCR, Western blotting Assay","up-regulated","","","","31945724","details","","","","",""
"HOTTIP","colorectal cancer","qPCR, Western blot, other","up-regulated","","","","30229808","details","","","","",""
"HOTTIP","colorectal cancer","qPCR, Western blot","down-regulated","","","","31251124","details","","","","",""
"HOTTIP","colorectal cancer","qPCR etc.","up-regulated","","","","26617875","details","","","","",""
"HOTTIP","colorectal cancer","qRT-PCR, Western blot, Luciferase reporter assay","up-regulated","","","","29274585","details","","","","",""
"HOTTIP","colorectal cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26678886","details","","","","",""
"HOXA-AS2","colorectal cancer","qPCR etc.","up-regulated","","","","27596298","details","","","","",""
"HOXA-AS2","colorectal cancer","qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","28112720","details","","","","",""
"HOXA11-AS","colorectal cancer","qRT-PCR , Luciferase reporter assay , Western blot etc.","down-regulated","","","","31013434","details","","","","",""
"HOXA11-AS","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","29050308","details","","","","",""
"HOXA11-AS","colorectal cancer","qPCR etc.","down-regulated","","","","27895785","details","","","","",""
"HOXA6-HOXA5","colon cancer","qPCR , Western blot , RNAi , in vitro knockdown etc.","up-regulated","","","","31159758","details","","","","",""
"HOXB-AS3","colon cancer","qPCR, Western blot etc.","down-regulated","","","","28985503","details","","","","",""
"HOXD-AS1","Colorectal cancer","qPCR, Western blot","down-regulated","","","","30823921","details","","","","",""
"HOXD-AS1","colorectal cancer","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","29749477","details","","","","",""
"HULC","colon cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30551459","details","","","","",""
"HULC","colorectal cancer","qPCR etc.","up-regulated","","","","19445043","details","","","","",""
"HULC","colorectal cancer","qPCR, RNAi, Western blot, ChIP, RNA pull-down assay etc.","up-regulated","","","","27496341","details","","","","",""
"IncDCAF","colon cancer","Microarray, qPCR etc.","down-regulated","","","","28160106","details","","","","",""
"IQCJ-SCHIP1-AS1","colorectal cancer","RNA-seq, qPCR","down-regulated","","","","31205916","details","","","","",""
"ITIH4-AS1","colorectal cancer","qPCR","up-regulated","","","","31557619","details","","","","",""
"kcna3","colorectal cancer","qPCR, Western blot","down-regulated","","","","30099342","details","","","","",""
"KCNQ1OT1","colon cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31040703","details","","","","",""
"KCNQ1OT1","colorectal cancer","qRT-PCR, Microarray analysis etc.","up-regulated","","","","30997746","details","","","","",""
"KCNQ1OT1","colorectal cancer","qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay, RNA-FISH etc.","up-regulated","","","","26868975","details","","","","",""
"KCNQ1OT1","colorectal cancer","qPCR, FISH etc.","differential expression","","","","16965397","details","","","","",""
"KIAA0125","colon cancer","qRT-PCR , RNA-seq etc.","down-regulated","","","","31043791","details","","","","",""
"KIAA0125","colorectal cancer","qPCR, Western blot","down-regulated","","","","31228314","details","","","","",""
"KRT7","colorectal cancer","qRT-PCR, Western blotting, Luciferase reporter assay, RNA-seq","up-regulated","","","","31910722","details","","","","",""
"KRT7-AS","colorectal cancer","qRT-PCR, Western blotting, Luciferase reporter assay, RNA-seq","up-regulated","","","","31910722","details","","","","",""
"LDLRAD4-AS1","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","32111819","details","","","","",""
"LEF-AS1","colorectal cancer","qPCR, Luciferase reporter assay, in vitro knockdown etc","up-regulated","","","","31773695","details","","","","",""
"LEF1-AS1","colon cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","32308428","details","","","","",""
"LEF1-AS1","colorectal cancer","qPCR etc.","up-regulated","","","","32248974","details","","","","",""
"LEF1-AS1","colorectal cancer","qPCR","up-regulated","","","","31536481","details","","","","",""
"LIFR-AS1","colorectal cancer","Microarray, qPCR, Luciferase reporter assay, RNAi","up-regulated","","","","29807108","details","","","","",""
"LINC-ITGB1","colorectal cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","31378884","details","","","","",""
"LINC-PINT","colorectal cancer","Microarray, qPCR, RIP etc.","down-regulated","","","","24070194","details","","","","",""
"LINC-POU3F3","colon cancer","qPCR","differential expression","","","","29116072","details","","","","",""
"LINC-POU3F3","colorectal cancer","qPCR, RNAi, Flow cytometry assay etc.","up-regulated","","","","26510906","details","","","","",""
"LINC-ROR","colorectal cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26169368","details","","","","",""
"LINC-ROR","colon cancer","qPCR etc.","down-regulated","","","","26314857","details","","","","",""
"LINC-ROR","colon cancer","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","23208419","details","","","","",""
"LINC-ROR","colorectal cancer","qPCR, RNAi, Western blot, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","27696511","details","","","","",""
"LINC-ROR","colorectal cancer","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","28216611","details","","","","",""
"LINC-ROR","colon cancer","qPCR etc.","up-regulated","","","","27071407","details","","","","",""
"LINC-ROR","colon cancer","qPCR, Western blot, luciferase reporter assay etc.","up-regulated","","","","29690669","details","","","","",""
"LINC-ROR","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","32273727","details","","","","",""
"LINC-ROR","colorectal cancer","qPCR, Luciferase reporter assay etc","up-regulated","","","","32196591","details","","","","",""
"LINC-UBC1","colorectal cancer","qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","28260919","details","","","","",""
"LINC-UFC1","colorectal cancer","qPCR, in vitro knockdown etc.","up-regulated","","","","27195675","details","","","","",""
"LINC00114","colorectal cancer","Western blotting, Luciferase Reporter Assay, RIP","up-regulated","","","","31921641","details","","","","",""
"LINC00152","colorectal cancer","RT-qPCR, Western blot","up-regulated","","","","32042551","details","","","","",""
"LINC00152","colorectal cancer","qPCR etc.","up-regulated","","","","32307642","details","","","","",""
"LINC00152","colon cancer","qPCR, Western blot, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","27633443","details","","","","",""
"LINC00152","colorectal cancer","qPCR, Western blot etc.","up-regulated","","","","29180678","details","","","","",""
"LINC00152","colorectal cancer","qPCR","up-regulated","","","","29345294","details","","","","",""
"LINC00152","colorectal cancer","qPCR, Flow cytometry assay, CCK-8 assay etc.","down-regulated","","","","28078002","details","","","","",""
"LINC00152","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","29541183","details","","","","",""
"LINC00152","colorectal cancer","qPCR, Western blot, etc.","down-regulation","","","","29956750","details","","","","",""
"LINC00174","colorectal cancer","qPCR, Luciferase reporter assay etc.","up-regulated","","","","29729381","details","","","","",""
"LINC00261","colon cancer","qRT-PCR , Western blot , RIP etc.","up-regulated","","","","31183860","details","","","","",""
"LINC00261","colon cancer","qPCR, Western blot","down-regulated","","","","29267503","details","","","","",""
"LINC00265","colorectal cancer","qRT-PCR, Western blot analysis","up-regulated","","","","31824175","details","","","","",""
"LINC00312","colorectal cancer","qPCR, Western blot, luciferase reporter assay","down-regulated","","","","30134003","details","","","","",""
"LINC00324","colorectal cancer","Western blot analysis, qRT-PCR, Dual Luciferase Assay","up-regulated","","","","31858541","details","","","","",""
"LINC00341","colorectal cancer","RT-PCR, Western blot, Microarray","down-regulated","","","","32067238","details","","","","",""
"LINC00460","colon cancer","qRT-PCR, Western blot","up-regulated","","","","32069703","details","","","","",""
"LINC00460","Colorectal cancer","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30863183","details","","","","",""
"LINC00460","colorectal cancer","qPCR","up-regulated","","","","30123352","details","","","","",""
"LINC00460","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, ChIP, RIP","up-regulated","","","","30092404","details","","","","",""
"LINC00461","colorectal cancer","qRT-PCR, Dual luciferase reporter assay, Western blot","up-regulated","","","","31908480","details","","","","",""
"LINC00467","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","31772673","details","","","","",""
"LINC00472","colorectal cancer","qPCR etc.","down-regulated","","","","29488624","details","","","","",""
"LINC00473","colorectal cancer","qPCR, Western blot, luciferase reporter assay","up-regulated","","","","30126852","details","","","","",""
"LINC00483","colorectal cancer","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30594388","details","","","","",""
"LINC00504","colon cancer","qRT-PCR etc.","up-regulated","","","","30998289","details","","","","",""
"LINC00511","colorectal cancer","qRT-PCR","up-regulated","","","","32092829","details","","","","",""
"LINC00520","colorectal cancer","RT-qPCR, Western blot","up-regulated","","","","32146708","details","","","","",""
"LINC00525","Colorectal Cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31242722","details","","","","",""
"LINC00630","colorectal cancer","qRT-PCR, Western blot","up-regulated","","","","32119177","details","","","","",""
"LINC00659","colorectal cancer","Microarray, qPCR etc.","up-regulated","","","","29523145","details","","","","",""
"LINC00662","colon cancer","luciferase reporter assay, Western-blot analysis, qRT-PCR","up-regulated","","","","31900207","details","","","","",""
"LINC00675","colorectal cancer","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","29524886","details","","","","",""
"LINC00707","colorectal cancer","RT-qPCR, Western blot, RIP","up-regulated","","","","32010320","details","","","","",""
"LINC00707","colorectal cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31115001","details","","","","",""
"LINC00707","colorectal cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31213848","details","","","","",""
"LINC00858","colorectal cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","32323793","details","","","","",""
"LINC00858","Colorectal cancer","qPCR, Luciferase reporter assay, RIP, Western blot, Microarray","up-regulated","","","","30931636","details","","","","",""
"LINC00858","colorectal cancer","Dual luciferase reporter assay, RIP, qRT-PCR, Western blot","up-regulated","","","","31902050","details","","","","",""
"LINC00858","colon cancer","RT-qPCR, Western blot analysis, RIP, Dual luciferase reporter assay","up-regulated","","","","31884577","details","","","","",""
"LINC00957","colorectal cancer","qPCR, Western blot, etc.","up-regulated","","","","31497531","details","","","","",""
