"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"PCGEM1","prostate cancer","RNA-seq, qPCR etc.","up-regulated","","","","25744782","details","","","","",""
"PCGEM1","prostate cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","24727738","details","","","","",""
"PCGEM1","prostate cancer","RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.","up-regulated","","","","23728290","details","","","","",""
"PCGEM1","prostate cancer","qPCR, RIP etc.","up-regulated","","","","23945587","details","","","","",""
"PCGEM1","prostate cancer","qPCR, Northern blot, FISH, ISH etc.","up-regulated","","","","11050243","details","","","","",""
"PCOTH","prostate cancer","qPCR, Northern blot etc.","up-regulated","","","","15930275","details","","","","",""
"PCSEAT","prostate cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29803673","details","","","","",""
"PCSEAT","prostate cancer","qPCR, Western blot etc.","up-regulated","","","","29803673","details","","","","",""
"PlncRNA-1","prostate cancer","qPCR, Western blot etc.","up-regulated","","","","22264502","details","","","","",""
"PlncRNA-1","prostate cancer","qPCR, Western blot, Northern blot, RIP, ChIP, Flow cytometry assay etc.","up-regulated","","","","26808578","details","","","","",""
"PlncRNA-1","prostate cancer","qPCR, RNAi, Western blot, Flow cytometry assay etc.","up-regulated","","","","28212533","details","","","","",""
"POTEF-AS1","prostate cancer","Microarray, qPCR, RNAi, Cell proliferation assay etc.","up-regulated","","","","28032932","details","","","","",""
"POU5F1P1","prostate cancer","qPCR etc.","up-regulated","","","","20017164","details","","","","",""
"PRCAT17.3","prostate cancer","qPCR etc.","up-regulated","","","","29671889","details","","","","",""
"PRCAT38","prostate cancer","qPCR, Western blot, Luciferase reporter assay, RNAi, other","up-regulated","","","","31405024","details","","","","",""
"PRCAT38","prostate cancer","qPCR etc.","up-regulated","","","","29671889","details","","","","",""
"PRINS","prostate cancer","RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.","down-regulated","","","","23728290","details","","","","",""
"PRNCR1","prostate cancer","qPCR, Northern blot etc.","up-regulated","","","","20874843","details","","","","",""
"PRNCR1","prostate cancer","qPCR, RIP etc.","up-regulated","","","","23945587","details","","","","",""
"PROX1-AS1","prostate cancer","qPCR, Luciferase reporter assay etc","up-regulated","","","","32271411","details","","","","",""
"PRRT3-AS1","prostate cancer","RT-qPCR, Western blot, Microarray","up-regulated","","","","32086850","details","","","","",""
"PSLNR","Prostate cancer","qPCR, Western blot, RNAi","down-regulated","","","","31269242","details","","","","",""
"PTENP1","prostate cancer","qPCR, Western blot, Dual luciferase reporter assay, Cell proliferation assay etc.","down-regulated","","","","20577206","details","","","","",""
"PVT1","prostate cancer","qPCR, Western blot, RNAi, other","down-regulated","","","","30250582","details","","","","",""
"PVT1","prostate cancer","qPCR, ChIP etc.","differential expression","","","","21814516","details","","","","",""
"PVT1","prostate cancer","RNA-seq, qPCR, Western blot etc.","up-regulated","","","","29452232","details","","","","",""
"PVT1","prostate cancer","qPCR, MSP-PCR, RNAi etc.","up-regulated","","","","27794184","details","","","","",""
"PVT1","prostate cancer","qPCR, RNAi","up-regulated","","","","29050519","details","","","","",""
"PVT1","prostate cancer","RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.","up-regulated","","","","23728290","details","","","","",""
"RBMS3-AS3","prostate cancer","RT-qPCR, Western blot, RIP","down-regulated","","","","31712637","details","","","","",""
"RNCR3","prostate cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29887969","details","","","","",""
"RNCR3","prostate cancer","qPCR, Luciferase reporter assay, Western blot, etc.","up-regulated","","","","29887969","details","","","","",""
"RP1-4514.2","prostate cancer","Microarray, qPCR etc.","down-regulated","","","","27556357","details","","","","",""
"RP1-4514.2","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"RP11-33A14.1","prostate cancer","qRT-PCR","up-regulated","","","","32117463","details","","","","",""
"RP11-423H2.3","prostate cancer","qRT-PCR","up-regulated","","","","32117463","details","","","","",""
"SAP30L-AS1","prostate cancer","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","30599235","details","","","","",""
"SAP30L-AS1","prostate cancer","qPCR, Western blot","up-regulated","","","","29614511","details","","","","",""
"SChLAP1","prostate cancer","qPCR, Western blot","up-regulated","","","","29614511","details","","","","",""
"SChLAP1","prostate cancer","ISH etc.","up-regulated","","","","26724257","details","","","","",""
"SChLAP1","prostate cancer","Microarray, ISH etc.","up-regulated","","","","25499224","details","","","","",""
"SChLAP1","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","25456366","details","","","","",""
"SCHLAP1","prostate cancer","qPCR etc.","up-regulated","","","","27922078","details","","","","",""
"SChLAP1","prostate cancer","RNA-seq, qPCR, in vitro knockdown etc.","up-regulated","","","","24076601","details","","","","",""
"SNHG1","prostate cancer","qPCR, Western blot, Luciferase Reporter Assays","up-regulated","","","","28400279","details","","","","",""
"SNHG1","prostate cancer","Microarray, qPCR etc.","down-regulated","","","","27556357","details","","","","",""
"SNHG1","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"SNHG11","prostate cancer","RNA-seq","differential expression","","","","30906477","details","","","","",""
"SNHG12","prostate cancer","qPCR, Luciferase reporter assay, Western blot","down-regulated","","","","30945357","details","","","","",""
"SNHG12","prostate cancer","RT-qPCR, Dual luciferase reporter assay and RNA binding protein immunoprecipitation (RIP), Western blot","up-regulated","","","","31933941","details","","","","",""
"SNHG12","prostate cancer","qPCR","up-regulated","","","","31267540","details","","","","",""
"SNHG14","prostate cancer","RT-qPCR, RIP","up-regulated","","","","32016964","details","","","","",""
"SNHG15","prostate cancer","qPCR","up-regulated","","","","30981837","details","","","","",""
"SNHG16","prostate cancer","qPCR etc.","up-regulated","","","","32210616","details","","","","",""
"SNHG17","prostate cancer","qPCR etc.","up-regulated","","","","32351538","details","","","","",""
"SNHG20","prostate cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","31497231","details","","","","",""
"SNHG3","prostate cancer","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","32248648","details","","","","",""
"SNHG4","prostate cancer","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31608997","details","","","","",""
"SNHG5","prostate cancer","Microarray, qPCR etc.","down-regulated","","","","27556357","details","","","","",""
"SNHG5","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"SNHG6","prostate cancer","RNA-seq","up-regulated","","","","30911973","details","","","","",""
"SNHG7","prostate cancer","qRT-PCR","up-regulated","","","","32049793","details","","","","",""
"SNHG7","prostate cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31324390","details","","","","",""
"SNHG7","prostate cancer","qPCR, Western blot etc.","up-regulated","","","","29571017","details","","","","",""
"SOCS2-AS1","prostate cancer","RNA-seq, qPCR, RIP, ChIP etc.","up-regulated","","","","27342777","details","","","","",""
"SPRY4-IT1","prostate cancer","Microarray, qPCR, RNA-FISH etc.","up-regulated","","","","25307116","details","","","","",""
"SSTR5-AS1","neuroendocrine prostate cancer","RNA-seq, Microarray, qPCR etc.","up-regulated","","","","29757368","details","","","","",""
"SUZ12P1","prostate cancer","Microarray, qPCR etc.","down-regulated","","","","27556357","details","","","","",""
"SUZ12P1","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"TAPIR","prostate cancer","Microarray , RNA-seq, qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","32365858","details","","","","",""
"TINCR","prostate cancer","qPCR, Western blot","down-regulated","","","","30154672","details","","","","",""
"TMPO-AS1","prostate cancer","qPCR, ChIP","up-regulated","","","","30105831","details","","","","",""
"TRPM2-AS","prostate cancer","Microarray, qPCR etc.","differential expression","","","","26484139","details","","","","",""
"TRPM2-AS","prostate cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","24931166","details","","","","",""
"TTN-AS1","prostate cancer","RT-qPCR, Dual Luciferase Reporter Gene Assay","up-regulated","","","","31858535","details","","","","",""
"TTTY15","prostate cancer","qPCR, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30527798","details","","","","",""
"TUC338","prostate cancer","qRT-PCR etc.","up-regulated","","","","31085276","details","","","","",""
"TUG1","prostate cancer","qRT-PCR, Western blot","up-regulated","","","","32057513","details","","","","",""
"TUG1","prostate cancer","qRT-PCR, Western blot","up-regulated","","","","32016963","details","","","","",""
"TUG1","prostate cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi","down-regulated","","","","29967294","details","","","","",""
"TUG1","prostate cancer","qPCR, Western blot etc.","up-regulated","","","","32256083","details","","","","",""
"TUG1","prostate cancer","qPCR, Western blot","up-regulated","","","","30964164","details","","","","",""
"TUG1","prostate cancer","qPCR","up-regulated","","","","31210308","details","","","","",""
"TUG1","prostate cancer","qPCR","up-regulated","","","","31210296","details","","","","",""
"TUG1","prostate cancer","qPCR, Western blot, RIP, Dual luciferase reporter assay etc.","up-regulated","","","","26975529","details","","","","",""
"TUG1","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"TUG1","prostate cancer","Microarray, qPCR etc.","up-regulated","","","","27556357","details","","","","",""
"TUG1","prostate cancer","qPCR, Flow cytometry assay, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","29967294","details","","","","",""
"uc001lsz","prostate cancer","qPCR etc.","up-regulated","","","","24063685","details","","","","",""
"UCA1","prostate cancer","qPCR, Luciferase reporter assay, RIP, Western blot","up-regulated","","","","30940776","details","","","","",""
"UCA1","prostate cancer","Western blotting, Luciferase Reporter Assay, RIP, qRT-PCR","up-regulated","","","","31954329","details","","","","",""
"UCA1","prostate cancer","qPCR, Western blot, RIP, Luciferase reporter assay","up-regulated","","","","28209917","details","","","","",""
"UCA1","prostate cancer","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27902466","details","","","","",""
"UCA1","prostate cancer","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","28337266","details","","","","",""
"UCA1","prostate cancer","qPCR, RNAi, Western blot etc.","up-regulated","","","","26550172","details","","","","",""
"UCA1","prostate cancer","RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.","down-regulated","","","","23728290","details","","","","",""
"UNC5B-AS1","prostate cancer","Luciferase reporter assay etc","up-regulated","","","","32196578","details","","","","",""
"VPS9D1-AS1","prostate cancer","RT-qPCR, Luciferase reporter assay","up-regulated","","","","31918265","details","","","","",""
"XIST","prostate cancer","qPCR, Luciferase reporter assays, Western blot etc.","down-regulated","","","","29212233","details","","","","",""
"XIST","prostate cancer","qPCR, Southern blot etc.","up-regulated","","","","16261845","details","","","","",""
"XLOC_005327","prostate cancer","Microarray, qPCR, RNA-FISH etc.","up-regulated","","","","25307116","details","","","","",""
"XLOC_005327","prostate cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","25513185","details","","","","",""
"XLOC_007697","prostate cancer","Microarray, qPCR, RNA-FISH etc.","up-regulated","","","","25307116","details","","","","",""
"XLOC_007697","prostate cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","25513185","details","","","","",""
"XLOC_008559","prostate cancer","Microarray, qPCR, RNA-FISH etc.","up-regulated","","","","25307116","details","","","","",""
"XLOC_008559","prostate cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","25513185","details","","","","",""
"XLOC_009911","prostate cancer","Microarray, qPCR, RNA-FISH etc.","up-regulated","","","","25307116","details","","","","",""
"XLOC_009911","prostate cancer","Microarray, qPCR, RNAi etc.","up-regulated","","","","25513185","details","","","","",""
"XPLAID","prostate cancer","RNA-seq, qPCR etc.","up-regulated","","","","29723810","details","","","","",""
"ZEB1-AS1","prostate cancer","qPCR, Western blot etc","up-regulated","","","","32275162","details","","","","",""
"ZEB1-AS1","prostate cancer","Western blot, Luciferase reporter, RIP","up-regulated","","","","28830551","details","","","","",""
"ZFAS1","prostate cancer","qPCR, Western blot","up-regulated","","","","32104094","details","","","","",""
