"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"ENST00000438685","liver cancer","Microarray, qPCR etc.","up-regulated","","","","26812883","details","","","","",""
"ENST00000460497","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"ENST00000501583","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","24876753","details","","","","",""
"ENST00000502804","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"ENST00000518376","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"EPB41L4A-AS2","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","30971290","details","","","","",""
"EPIC1","cholangiocarcinoma","qPCR, RIP, other","up-regulated","","","","30205958","details","","","","",""
"EVI1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26967394","details","","","","",""
"F11-AS1","hepatocellular carcinoma","RT-qPCR, RIP, Western blot analysis, Dual luciferase reporter assay","down-regulated","","","","31880390","details","","","","",""
"F11-AS1","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot etc.","down-regulated","","","","31168823","details","","","","",""
"FABP5P3","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29522715","details","","","","",""
"FAL1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29421439","details","","","","",""
"FAM215A","liver cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","32295144","details","","","","",""
"FAM83A-AS1","hepatocellular carcinoma","qRT-PCR, RIP, Western blot","up-regulated","","","","31696213","details","","","","",""
"FAM83H-AS1","hepatocellular carcinoma","qRT-PCR , in vitro knockdown etc.","up-regulated","","","","31599410","details","","","","",""
"FAM99A","hepatocellular carcinoma","RNA-seq, qPCR etc.","down-regulated","","","","26887054","details","","","","",""
"FAM99B","hepatocellular carcinoma","qPCR","down-regulated","","","","31243545","details","","","","",""
"FENDRR","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","32251605","details","","","","",""
"FENDRR","hepatocellular carcinoma","qPCR, Western blot, etc.","down-regulated","","","","30573358","details","","","","",""
"FENDRR","Hepatocellular Carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31351327","details","","","","",""
"FER1L4","hepatocellular carcinoma","qPCR, Western blot, other","down-regulated","","","","30382631","details","","","","",""
"FER1L4","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","28759956","details","","","","",""
"FEZF1-AS1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29957463","details","","","","",""
"FEZF1-AS1","hepatocellular carcinoma","qPCR, RNAi, Luciferase reporter assays, other","up-regulated","","","","30365146","details","","","","",""
"FEZF1-AS1","hepatocellular carcinoma","qPCR, Western blot, etc.","up-regulated","","","","29957463","details","","","","",""
"FGFR3-AS1","hepatocellular carcinoma","RT-qPCR, Western blot, in vitro knockdown","up-regulated","","","","29463348","details","","","","",""
"FLJ33360","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32194906","details","","","","",""
"FLVCR1-AS1","cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","31404302","details","","","","",""
"FLVCR1-AS1","hepatocellular carcinoma","qPCR, in vitro knockdown, Luciferase reporter assay etc.","up-regulated","","","","29574975","details","","","","",""
"FOXD2-AS1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, RIP, Western blot","up-regulated","","","","30929558","details","","","","",""
"FOXD2-AS1","hepatocellular carcinoma","RT-qPCR, western blotting, Dual luciferase reporter assay","up-regulated","","","","31841454","details","","","","",""
"FOXD2-AS1","hepatocellular carcinoma","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31004581","details","","","","",""
"FOXD2-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP, RNAi, other","up-regulated","","","","30272362","details","","","","",""
"FOXD2-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","down-regulated","","","","31210410","details","","","","",""
"FOXD3-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32191537","details","","","","",""
"FOXP4-AS1","hepatocellular carcinoma","qRT-PCR","up-regulated","","","","31695417","details","","","","",""
"FTX","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RNAi","up-regulated","","","","29845188","details","","","","",""
"FTX","hepatocellular carcinoma","RIP etc.","down-regulated","","","","27065331","details","","","","",""
"FTX","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay, MTT assay etc.","up-regulated","","","","26992218","details","","","","",""
"FTX","hepatocellular carcinoma","qPCR, western blot etc.","up-regulated","","","","29845188","details","","","","",""
"FUNDC2P4","hepatocellular carcinoma","Microarray, qRT-PCR, Western blot","down-regulated","","","","29295626","details","","","","",""
"GABPB1-AS1","hepatocellular carcinoma","RT-qPCR, Western blot, RIP","up-regulated","","","","31700067","details","","","","",""
"GACAT3","liver cancer","Western blot etc","up-regulated","","","","32266036","details","","","","",""
"GAPLINC","hepatocellular carcinoma","qPCR, Western blot, RNAi, other","up-regulated","","","","31415284","details","","","","",""
"GAS5","liver cancer","qRT-qPCR, Western blot","down-regulated","","","","31705194","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, Luciferase reporter assay, RIP, Western blot","down-regulated","","","","30755815","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","down-regulated","","","","30733959","details","","","","",""
"GAS5","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","down-regulated","","","","31190897","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, Luciferase reporter assay","down-regulated","","","","31235746","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","29382035","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, Western blot, Flow cytometry assay, Cell proliferation assay, ISH etc.","down-regulated","","","","26707238","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, RNAi, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26163879","details","","","","",""
"GAS5","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26109807","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","25120813","details","","","","",""
"GAS5","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","26404135","details","","","","",""
"GAS5-AS1","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","29660898","details","","","","",""
"GAS6-AS1","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","32089066","details","","","","",""
"GAS6-AS2","hepatocellular carcinoma","qRT-PCR, luciferase reporter analysis, Western blot","up-regulated","","","","31933797","details","","","","",""
"GAS8-AS1","hepatocellular carcinoma","qPCR, RIP, RNAi, other","down-regulated","","","","30228180","details","","","","",""
"GATA3-AS1","hepatocellular carcinoma","RT-qPCR","up-regulated","","","","31871924","details","","","","",""
"GHET1","hepatocellular carcinoma","qPCR, Western blot, RIP etc.","up-regulated","","","","29139562","details","","","","",""
"GHET1","hepatocellular carcinoma","qPCR, Western blot, etc.","up-regulated","","","","28772210","details","","","","",""
"GIHCG","hepatocellular carcinoma","qPCR, RNAi, Western blot, Northern blot, RIP, ChIP, RNA pull-down assay, Cell proliferation assay etc.","up-regulated","","","","27380494","details","","","","",""
"GMAN","hepatocellular carcinoma","qRT-PCR, Western blot, RIP","up-regulated","","","","31875526","details","","","","",""
"GMDS-DT","hepatocellular carcinoma","qPCR, other","down-regulated","","","","31423008","details","","","","",""
"GOLGA2P10","hepatocellular carcinoma","Luciferase reporter assay etc.","up-regulated","","","","32332695","details","","","","",""
"GPC3-AS1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.","up-regulated","","","","27573079","details","","","","",""
"H19","hepatocellular carcinoma","RT-PCR, Western blot","up-regulated","","","","31705929","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","differential expression","","","","29968942","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","29800569","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RNAi, RIP, other","up-regulated","","","","30362512","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30543848","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","31298392","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","31196153","details","","","","",""
"H19","hepatoblastoma","qPCR, Northern blot, Southern blot etc.","down-regulated","","","","10404060","details","","","","",""
"H19","cholangiocarcinoma","qPCR, Western blot, RIP, Luciferase reporter assay","differential expression","","","","27809873","details","","","","",""
"H19","liver cancer","qPCR, RNAi, Western blot, ChIP, Dual luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","26376677","details","","","","",""
"H19","liver cancer","qPCR etc.","up-regulated","","","","26272696","details","","","","",""
"H19","cholangiocarcinoma","qPCR, Western blot etc.","up-regulated","","","","28528181","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24939300","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24761865","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, RIP, RNA pull-down assay etc.","differential expression","","","","23811339","details","","","","",""
"H19","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","24063685","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, RFLP-PCR etc.","differential expression","","","","18358696","details","","","","",""
"H19","hepatocellular carcinoma","MSP-PCR, Northern blot etc.","up-regulated","","","","17297456","details","","","","",""
"H19","hepatocellular carcinoma","Microarray, qPCR, RNAi, ISH etc.","up-regulated","","","","17786216","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, RNAi, ISH etc.","up-regulated","","","","17786216","details","","","","",""
"H19","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","15736456","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, Northern blot, RIP, in vitro knockdown etc.","down-regulated","","","","23222811","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Northern blot etc.","differential expression","","","","9570364","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","29800569","details","","","","",""
"H19","hepatocellular carcinoma","qRT-PCR, Western blot analysis ect.","up-regulated","","","","30014520","details","","","","",""
"H19","hepatocellular carcinoma","qPCR, Western blot, e luciferase reporter assay, etc.","up-regulated","","","","29968942","details","","","","",""
"H19","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"HAGLROS","hepatocellular carcinoma","qPCR , Luciferase reporter assay , Western blot , RIP etc.","up-regulated","","","","31082725","details","","","","",""
"HAND2-AS1","liver cancer","qRT-PCR, Western blot","down-regulated","","","","32155348","details","","","","",""
"HAND2-AS1","hepatocellular carcinoma","Western blot, RIP etc","down-regulated","","","","32224127","details","","","","",""
"HAND2-AS1","liver cancer","Microarray, qPCR, Western blot, RIP","up-regulated","","","","31334575","details","","","","",""
"HAND2-AS1","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"HANR","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","32210579","details","","","","",""
"HANR","hepatocellular carcinoma","qRT-PC, Luciferase reporter assay, other","up-regulated","","","","30342849","details","","","","",""
"HANR","hepatocellular carcinoma","Microarray, qPCR, Western blot etc.","up-regulated","","","","29055955","details","","","","",""
"HAR1A","hepatocellular carcinoma","qPCR, other","down-regulated","","","","30304523","details","","","","",""
"HAR1B","hepatocellular carcinoma","qPCR, other","down-regulated","","","","30304523","details","","","","",""
"HCAL","hepatocellular carcinoma","qPCR, Luciferase reporter assay, RIP","up-regulated","","","","29246322","details","","","","",""
"HCCL5","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30482773","details","","","","",""
"HCG11","hepatocellular carcinoma","qRT-PCR, Western blot Assay, Dual Luciferase Reporter Assay","up-regulated","","","","31858580","details","","","","",""
"HCG11","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28677801","details","","","","",""
"hDREH","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"hDREH","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"HHIP-AS1","hepatocellular carcinoma","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","down-regulated","","","","31604528","details","","","","",""
"HNF1A-AS1","hepatocellular carcinoma","Microarray, RT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","down-regulated","","","","29466992","details","","","","",""
"HNF1A-AS1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.","up-regulated","","","","28292020","details","","","","",""
"HNF1A-AS1","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","27084450","details","","","","",""
"HOST2","hepatocellular carcinoma","qPCR, Western blot, other","down-regulated","","","","30453302","details","","","","",""
"HOST2","hepatocellular carcinoma","qPCR, RNAi, Flow cytometry assay, CCK-8 assay etc.","up-regulated","","","","28143959","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32062551","details","","","","",""
"HOTAIR","liver cancer","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","29849802","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","29778425","details","","","","",""
"HOTAIR","hepatocellular carcinoma","RNA-seq, qPCR, RIP, Western blot","up-regulated","","","","30943982","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qRT-PCR, Western blot, Luciferase assay","up-regulated","","","","31933720","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot, ChIP","up-regulated","","","","30195653","details","","","","",""
"HOTAIR","cholangiocarcinoma","qPCR, Western blot","up-regulated","","","","30111807","details","","","","",""
"HOTAIR","liver cancer","qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","26172293","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi, Western blot, Flow cytometry assay etc.","up-regulated","","","","26962687","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","26024833","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","29250186","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","28731193","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"HOTAIR","hepatocellular carcinoma","Microarray, qPCR, RNAi, Western blot etc.","up-regulated","","","","24663081","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay etc.","up-regulated","","","","24999034","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","22289527","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR","differential expression","","","","29141248","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi, ChIP, Luciferase reporter assay etc.","up-regulated","","","","27895772","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR","up-regulated","","","","29115524","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi, MTT assay etc.","up-regulated","","","","26998078","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27301338","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","23292722","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","21327457","details","","","","",""
"HOTAIR","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","29778425","details","","","","",""
"HOTAIR","liver cancer","qPCR, western blot etc.","up-regulated","","","","29849802","details","","","","",""
"HOTAIRM1","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","30070317","details","","","","",""
"HOTTIP","hepatocellular carcinoma","qPCR","differential expression","","","","29930469","details","","","","",""
"HOTTIP","hepatocellular carcinoma","qPCR, Luciferase reporter assay etc.","up-regulated","","","","25424744","details","","","","",""
"HOTTIP","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"HOTTIP","hepatocellular carcinoma","qPCR, RNAi, Dual luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","26710269","details","","","","",""
"HOTTIP","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24114970","details","","","","",""
"HOXA-AS2","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30415263","details","","","","",""
"HOXA-AS2","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell migration and invasion assay etc.","up-regulated","","","","27855366","details","","","","",""
"HOXA-AS3","hepatocellular carcinoma","qPCR, Luciferase reporter assay, RIP, Western blot","up-regulated","","","","30963785","details","","","","",""
"HOXA11-AS","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","31757938","details","","","","",""
"HOXA11-AS","hepatocellular carcinoma","qPCR, Western blot, RIP, etc.","up-regulated","","","","31493246","details","","","","",""
"HOXA11-AS","hepatocellular carcinoma","Microarray, qPCR, Western blot etc.","down-regulated","","","","29312625","details","","","","",""
"HOXA11-AS","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29761918","details","","","","",""
"HOXA11-AS","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28829501","details","","","","",""
"HOXA13","hepatocellular carcinoma","qPCR, Microarray","up-regulated","","","","29035381","details","","","","",""
"HOXA13","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24114970","details","","","","",""
"HOXB-AS3","hepatocellular carcinoma","qPCR, RIP, Western blot, other","up-regulated","","","","30402841","details","","","","",""
"HOXD-AS1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","31231887","details","","","","",""
"HOXD-AS1","liver cancer","Microarray, qPCR, Western blot, In vitro assays, Luciferase reporter assay","up-regulated","","","","28810927","details","","","","",""
"HOXD-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28724429","details","","","","",""
"HTR2A-AS1","hepatocellular carcinoma","RNA-seq","down-regulated","","","","30916406","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP","up-regulated","","","","29895332","details","","","","",""
"HULC","liver cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29803927","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR","differential expression","","","","29803923","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30981758","details","","","","",""
"HULC","liver cancer","qPCR, Western blot","up-regulated","","","","30981080","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","31550855","details","","","","",""
"HULC","intrahepatic cholangiocarcinoma","other","down-regulated","","","","31886187","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31645479","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26356260","details","","","","",""
"HULC","hepatocellular carcinoma","TaqMan allelic discrimination assay","differential expression","","","","22493738","details","","","","",""
"HULC","cholangiocarcinoma","qPCR, Western blot, RIP, Luciferase reporter assay","differential expression","","","","27809873","details","","","","",""
"HULC","liver cancer","qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay etc.","up-regulated","","","","26540633","details","","","","",""
"HULC","liver cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","20423907","details","","","","",""
"HULC","liver cancer","qPCR, Western blot, RIP","up-regulated","","","","27782152","details","","","","",""
"HULC","liver cancer","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28765279","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot, RIP etc.","up-regulated","","","","28634076","details","","","","",""
"HULC","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","29170515","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","26317792","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","26550214","details","","","","",""
"HULC","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","up-regulated","","","","23728852","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","23762823","details","","","","",""
"HULC","hepatocellular carcinoma","Microarray, qPCR, RNAi, Northern blot, ISH etc.","up-regulated","","","","17241883","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","27285757","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Cell transfection, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.","up-regulated","","","","26179263","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","25592151","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, RNAi, RIP, RNA pull-down assay etc.","up-regulated","","","","28027578","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, RNAi, Western blot, Luciferase reporter assay etc.","up-regulated","","","","28166203","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","25622901","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","22685290","details","","","","",""
"HULC","hepatocellular carcinoma","qPCR etc.","differential expression","","","","29803923","details","","","","",""
"HULC","liver cancer","qPCR, Western blot, RIP, CHIP, Cells proliferation assay, etc.","up-regulated","","","","29895332","details","","","","",""
"HUR1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","29790592","details","","","","",""
"ICR","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26667486","details","","","","",""
"ID2-AS1","hepatocellular carcinoma","qRT-PCR, western blot","down-regulated","","","","31730902","details","","","","",""
"IGF2AS","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","28928822","details","","","","",""
"IGF2AS","liver cancer","qPCR, Northern blot etc.","up-regulated","","","","12702581","details","","","","",""
"IGF2AS","hepatocellular carcinoma","qPCR, Southern blot etc.","differential expression","","","","12603530","details","","","","",""
"IHS","hepatocellular carcinoma","qRT-PCR , in vitro knockdown etc.","up-regulated","","","","31128422","details","","","","",""
"INXS","liver cancer","qPCR, RACE-PCR etc.","down-regulated","","","","24992962","details","","","","",""
"IPW","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"JPX","hepatocellular carcinoma","qPCR, Dual luciferase reporter assay","down-regulated","","","","30091314","details","","","","",""
"JPX","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","27776968","details","","","","",""
"KCNQ1OT1","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","32124966","details","","","","",""
"KCNQ1OT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29966655","details","","","","",""
"KCNQ1OT1","cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay, RIP, other","up-regulated","","","","30243712","details","","","","",""
"KCNQ1OT1","hepatocellular carcinoma","qPCR etc.","differential expression","","","","23984860","details","","","","",""
"KCNQ1OT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","29532864","details","","","","",""
"KCNQ1OT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot, etc.","up-regulated","","","","29966655","details","","","","",""
"KIF2C","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32056305","details","","","","",""
"KRAL","hepatocellular carcinoma","mircoarray, qPCR, RIP, Dual Luciferase Reporter Assay, Western blot","down-regulated","","","","30119680","details","","","","",""
"KTN1-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30551364","details","","","","",""
"LEF1-AS1","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","32068261","details","","","","",""
"LEF1-AS1","hepatocellular carcinoma","qPCR, Western blot, RIP, Luciferase reporter assay etc","up-regulated","","","","32178558","details","","","","",""
"LFAR1","intrahepatic cholangiocarcinoma","western blot, RT-PCR","up-regulated","","","","31934072","details","","","","",""
"LINC-cdh4-2","hepatocellular carcinoma","qPCR, RNAi, RIP, Cell proliferation assay etc.","down-regulated","","","","27765630","details","","","","",""
"LINC-GALH","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","30692513","details","","","","",""
"LINC-ITGB1","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30279202","details","","","","",""
"LINC-ITGB1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29201168","details","","","","",""
"LINC-POU3F3","hepatocellular carcinoma","qPCR, Western blot, etc.","up-regulated","","","","29906746","details","","","","",""
"LINC-POU3F3","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","29906746","details","","","","",""
"LINC-ROR","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31082791","details","","","","",""
"LINC-ROR","liver cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","31400406","details","","","","",""
"LINC-ROR","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","29559320","details","","","","",""
"LINC-ROR","hepatocellular carcinoma","qPCR, RNAi, Luciferase reporter assay etc.","up-regulated","","","","24918061","details","","","","",""
"LINC-ROR","hepatocellular carcinoma","qPCR, Western blot, Luciferase report assay etc.","up-regulated","","","","28680141","details","","","","",""
"LINC-UFC1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"LINC-UFC1","hepatocellular carcinoma","Microarray, qPCR, in vitro knockdown etc.","up-regulated","","","","25449213","details","","","","",""
"LINC-USP16","hepatocellular carcinoma","qPCR, Western blot","down-regulated","","","","29179215","details","","","","",""
"LINC00052","hepatocellular carcinoma","mircoarray, qPCR, Western blot, Luciferase reporter assay","down-regulated","","","","30098428","details","","","","",""
"LINC00052","hepatocellular carcinoma","qPCR, Western blot, RIP etc.","up-regulated","","","","28969024","details","","","","",""
"LINC00052","hepatocellular carcinoma","qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.","down-regulated","","","","27351280","details","","","","",""
"LINC000607","hepatocellular carcinoma","qPCR, Western blot, ChIP","down-regulated","","","","30169594","details","","","","",""
"LINC001152","hepatocellular carcinoma","RT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31054511","details","","","","",""
"LINC00152","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30779070","details","","","","",""
