743,"NR_046321", GSHPx-2
744,"NR_046321", GSHPX-GI
745,"NR_046321", GPX2_Variant 3
746,"NR_046711",POU6F2 antisense RNA 1
747,"NR_046711",POU6F2 antisense RNA 1 (non-protein coding)
748,"NR_046711",HSALNG0057361
749,"NR_046711",POU6F2-AS1
750,"NR_046711",NONHSAG047394.2
751,"NR_046711", POU6F2-AS1
752,"NR_110882",alpha-1-B glycoprotein
753,"NR_110882",A1B
754,"NR_110882",ABG
755,"NR_110882",GAB
756,"NR_110882",HYST2477
757,"NR_110882",alpha-1B-glycoprotein
758,"NR_110882",HEL-S-163pA
759,"NR_110882",epididymis secretory sperm binding protein Li 163pA
760,"NR_110882",Alpha-1B-glycoprotein
761,"NR_110882",Alpha-1-B glycoprotein
762,"NR_110882", LOC102724596_Variant 1
763,OIP5-AS1,cyrano
764,OIP5-AS1, linc-OIP5
765,PANDAR,PANDA
766,PART1,NCRNA00206
767,PCAT1,PCA1
768,PCAT1, PiHL
769,PCAT1, PCAT-1
770,PCAT6,PCAN-R1
771,PCAT6, KDM5BAS1
772,PCAT6, ncRNA-a2
773,PCAT6, KDM5B-AS1
774,PCAT6, onco-lncRNA-96
775,PGM5-AS1,FAM233A
776,PICART1,p53 inducible cancer associated RNA transcript 1
777,PICART1,p53-inducible cancer-associated RNA transcript 1
778,PICART1,lnc-DLX3-3
779,PICART1,HSALNG0117242
780,PICART1,NONHSAG022152.2
781,PINCR,p53-induced noncoding RNA
782,PINCR,HSALNG0137521
783,PINCR,PINCR
784,PINCR,NONHSAG054322.2
785,"PlncRNA-1",PlncRNA1
786,"PlncRNA-1", PlncRNA-1
787,"PlncRNA-1", CBR3-AS1
788,POU6F2-AS2,POU6F2 antisense RNA 2
789,POU6F2-AS2,FLJ12971
790,POU6F2-AS2,POU6F2 antisense RNA 2 (non-protein coding)
791,POU6F2-AS2,HSALNG0057357
792,POU6F2-AS2,POU6F2-AS2
793,POU6F2-AS2,NONHSAG047391.2
794,PRKCQ-AS1,PRKCQ antisense RNA 1
795,PRKCQ-AS1,ENST00000414894.1
796,PRKCQ-AS1,HSALNG0075966
797,PRKCQ-AS1,NONHSAG005145.2
798,PRKCQ-AS1,PRKCQ-AS1
799,PRNCR1,PCAT8
800,PRNCR1, CARLo-3
801,PVT1,LINC00079
802,PVT1, MIR1204HG
803,PVT1, NCRNA00079
804,PVT1, onco-lncRNA-100
805,RBM5-AS1,LUST
806,"RNCR3",Rncr3
807,"RNCR3", neuroLNC
808,"RNCR3", LINC00599
809,"RNCR3", MIR124-1HG
810,ROR1-AS1,ROR1 antisense RNA 1
811,ROR1-AS1,HSALNG0004143
812,ROR1-AS1,NONHSAG001712.2
813,ROR1-AS1,ROR1-AS1
814,"RPL34-AS1",RPL34-AS1
815,"RPL34-AS1", RPL34-DT
816,RPPH1,H1RNA
817,RPPH1, RPPH1-1
818,RUNX1-IT1,C21orf96
819,SATB1-AS1,SATB1 antisense RNA 1
820,SATB1-AS1,HSALNG0024541
821,SATB1-AS1,SATB1-AS1
822,SATB1-AS1,NONHSAG034569.2
823,SATB2-AS1,SATB2 antisense RNA 1
824,SATB2-AS1,SATB2 antisense RNA 1 (non-protein coding)
825,SATB2-AS1,SATB2-AS1
826,SATB2-AS1,NONHSAG030193.2
827,SATB2-AS1,HSALNG0021423
828,SATB2-AS1,HSALNG0021425
829,SATB2-AS1,HSALNG0021424
830,SBDSP1,SBDSP
831,SBF2-AS1,SBF2 antisense RNA 1
832,SBF2-AS1,SBF2 antisense RNA 1 (non-protein coding)
833,SBF2-AS1,NONHSAG007631.2
834,SBF2-AS1,HSALNG0082631
835,SCARNA2,HBII-382
836,SCARNA2, mgU2-25/61
837,SH3PXD2A-AS1,SH3PXD2A antisense RNA 1
838,SH3PXD2A-AS1,HSALNG0080389
839,SH3PXD2A-AS1,NONHSAG006784.2
840,SH3PXD2A-AS1,SH3PXD2A-AS1
841,SLCO4A1-AS1,SLCO4A1 antisense RNA 1
842,SLCO4A1-AS1,SLCO4A1-AS1
843,SLCO4A1-AS1,NONHSAG032247.2
844,SNHG1,UHG
845,SNHG1, U22HG
846,SNHG1, lncRNA16
847,SNHG1, LINC00057
848,SNHG1, NCRNA00057
849,SNHG11,C20orf198
850,SNHG11, LINC00101
851,SNHG11, NCRNA00101
852,SNHG12,C1orf79
853,SNHG12, PNAS-123
854,SNHG12, LINC00100
855,SNHG12, ASLNC04080
856,SNHG12, NCRNA00100
857,SNHG14,115HG
858,SNHG14, LNCAT
859,SNHG14, UBE3A-AS
860,SNHG14, UBE3AATS
861,SNHG14, UBE3A-AS1
862,SNHG14, UBE3A-ATS
863,SNHG14, NCRNA00214
864,SNHG14, U-UBE3A-ATS
865,SNHG14, IC-SNURF-SNRPN
866,SNHG15,C7orf40
867,SNHG15, MYO1GUT
868,SNHG15, Linc-Myo1g
869,SNHG17,small nucleolar RNA host gene 17
870,SNHG17,small nucleolar RNA host gene 17 (non-protein coding)
871,SNHG17,NONHSAG031749.2
872,SNHG17,HSALNG0129982
873,SNHG17,SNHG17
874,SNHG17,HSALNG0129980
875,SNHG17,NONHSAG031748.2
876,SNHG20,C17orf86
877,SNHG20, LINC00338
878,SNHG20, NCRNA00338
879,SNHG20, SCARNA16HG
880,SNHG3,U17HG
881,SNHG3, RNU17C
882,SNHG3, RNU17D
883,SNHG3, U17HG-A
884,SNHG3, U17HG-AB
885,SNHG3, NCRNA00014
886,SNHG5,U50HG
887,SNHG5, C6orf160
888,SNHG5, LINC00044
889,SNHG5, NCRNA00044
890,SNHG6,U87HG
891,SNHG6, HBII-276HG
892,SNHG6, NCRNA00058
893,SNHG7,NCRNA00061
894,SOX21-AS1,SOX21 antisense divergent transcript 1
895,SOX21-AS1,SOX21 antisense RNA 1 (non-protein coding)
896,SOX21-AS1,SOX21 antisense RNA 1
897,SOX21-AS1,SOX21 antisense RNA 1 (head to head)
898,SOX21-AS1,NONHSAG013973.2
899,SOX21-AS1,HSALNG0098682
900,SOX21-AS1,HSALNG0098686
901,SOX21-AS1,HSALNG0098688
902,SOX21-AS1,HSALNG0098684
903,SOX21-AS1,SOX21-AS1
904,SOX21-AS1,NONHSAG013975.2
905,SOX21-AS1,lnc-GPR180-2
906,SOX21-AS1,HSALNG0098680
907,"SOX2OT",SOX2OT
908,"SOX2OT", NCRNA00043
909,"SOX2OT", SOX2-OT
910,SPINT1-AS1,SPINT1 antisense RNA 1
911,SPINT1-AS1,RP11-532F12.5
912,SPINT1-AS1,SPINT1-AS1
913,SPINT1-AS1,NONHSAG016618.2
914,SPINT1-AS1,HSALNG0105295
915,SPRY4-IT1,SPRIGHTLY
916,ST3GAL6-AS1,ST3GAL6 antisense RNA 1
917,ST3GAL6-AS1,ST3GAL6 antisense RNA 1 (non-protein coding)
918,ST3GAL6-AS1,HSALNG0027499
919,ST3GAL6-AS1,NONHSAG035574.2
920,ST3GAL6-AS1,ST3GAL6-AS1
921,STARD13-AS,STARD13-AS2
922,SUMO1P3,SUMO1 pseudogene 3
923,SUMO1P3,SUMO1 pseudogene 3 (functional)
924,"THOR",THOR
925,"THOR", THORLNC
926,TINCR,TINCR ubiquitin domain containing
927,TINCR,FLJ90734
928,TINCR,NCRNA00036
929,TINCR,LINC00036
930,TINCR,onco-lncRNA-16
931,TINCR,non-protein coding RNA 36
932,TINCR,long intergenic non-protein coding RNA 36
933,TINCR,terminal differentiation-induced ncRNA
934,TINCR,placenta-specific 2
935,TINCR,placenta-specific 2 (non-protein coding)
936,TINCR,tissue differentiation-inducing non-protein coding RNA
937,TINCR,PLAC2
938,TINCR,NONHSAG024566.2
939,TINCR,lnc-TINCR-1
940,TINCR,HSALNG0123467
941,TINCR,HSALNG0123468
942,TINCR,Ubiquitin domain-containing protein TINCR
943,TINCR,Placenta-specific protein 2
944,TINCR,Terminal differentiation-induced cornification regulator
945,TMPO-AS1,TMPO antisense RNA 1
946,TMPO-AS1,TMPO antisense RNA 1 (non-protein coding)
947,TMPO-AS1,NONHSAG012025.2
948,TMPO-AS1,HSALNG0093383
949,TMPO-AS1,TMPO-AS1
950,TP73-AS1,PDAM
951,TP73-AS1, KIAA0495
952,TPT1-AS1,TPT1 antisense RNA 1
953,TPT1-AS1,TPT1 antisense RNA 1 (non-protein coding)
954,TPT1-AS1,NONHSAG013413.2
955,TPT1-AS1,HSALNG0096821
956,TPT1-AS1,TPT1-AS1
957,"TRERNA",treRNA
958,"TRERNA", LINC00651
959,"TRERNA", TRERNA1
960,TRPM2-AS,TRPM2-AS1
961,TTN-AS1,TTN antisense RNA 1
962,TTN-AS1,TTN antisense RNA 1 (non-protein coding)
963,TTN-AS1,HSALNG0020713
964,TTN-AS1,NONHSAG029956.2
965,TUG1,taurine up-regulated 1
966,TUG1,FLJ20618
967,TUG1,NCRNA00080
968,TUG1,LINC00080
969,TUG1,non-protein coding RNA 80
970,TUG1,long intergenic non-protein coding RNA 80
971,TUG1,taurine upregulated 1 (non-protein coding)
972,TUG1,taurine up-regulated 1 (non-protein coding)
973,TUG1,TI-227H
974,TUG1,taurine upregulated gene 1
975,TUG1,TUG1
976,TUG1,HSALNG0134930
977,TUG1,NONHSAG033691.2
978,TUG1,Taurine up-regulated 1
979,UCA1,CUDR
980,UCA1, UCAT1
981,UCA1, LINC00178
982,UCA1, NCRNA00178
983,UCA1, onco-lncRNA-36
984,UXT-AS1,UXT antisense RNA 1
985,UXT-AS1,HSALNG0137731
986,UXT-AS1,HSALNG0137730
987,UXT-AS1,NONHSAG054395.2
988,UXT-AS1,NONHSAG054394.2
989,UXT-AS1,lnc-TIMP1-4
990,UXT-AS1,lnc-TIMP1-1
991,VIM-AS1,VIM antisense RNA 1
992,VIM-AS1,NONHSAG005320.2
993,VIM-AS1,HSALNG0076432
994,VIM-AS1,HSALNG0076434
995,VIM-AS1,NONHSAG005321.2
996,VIM-AS1,VIM-AS1
997,"WT1AS",WIT1
998,"WT1AS", WIT-1
999,"WT1AS", WT1AS
1000,"WT1AS", WT1-AS1
1001,"WT1AS", WT1-AS
1002,XIRP2-AS1,XIRP2 antisense RNA 1
1003,XIRP2-AS1,XIRP2 antisense RNA 1 (non-protein coding)
1004,XIRP2-AS1,HSALNG0020186
1005,XIRP2-AS1,XIRP2-AS1
1006,XIRP2-AS1,NONHSAG029738.2
1007,XIST,SXI1
1008,XIST, swd66
1009,XIST, DXS1089
1010,XIST, DXS399E
1011,XIST, LINC00001
1012,XIST, NCRNA00001
1013,"XLOC_000303",LINC01057
1014,"XLOC_000303", XLOC_000303
1015,"XLOC_000303", SLC44A3-AS1
1016,"XLOC_006844",C8orf23
1017,"XLOC_006844", NCRNA00249
1018,"XLOC_006844", XLOC_006844
1019,"XLOC_006844", LINC01617
1020,"XLOC_010588",LINC01071
1021,"XLOC_010588", XLOC_010588
1022,"XLOC_010588", TUSC8
1023,YWHAE,MDS
1024,YWHAE, HEL2
1025,YWHAE, MDCR
1026,YWHAE, KCIP-1
1027,YWHAE, 14-3-3E
1028,ZDHHC8P1,ZDHHC8P
1029,ZEB1-AS1,ZEB1 antisense RNA 1
1030,ZEB1-AS1,ZEB1 antisense RNA 1 (non-protein coding)
1031,ZEB1-AS1,HSALNG0077083
1032,ZEB1-AS1,NONHSAG005548.2
1033,ZEB1-AS1,ZEB1-AS1
1034,ZEB2-AS1,ZEB2AS
1035,ZEB2-AS1, ZEB2-AS
1036,ZEB2-AS1, ZEB2NAT
1037,ZFAS1,HSUP1
1038,ZFAS1, HSUP2
1039,ZFAS1, C20orf199
1040,ZFAS1, ZNFX1-AS1
1041,ZFAS1, NCRNA00275
1042,"aHIF",aHIF
1043,"aHIF", 3'aHIF-1A
1044,"aHIF", HIF1A-AS2
1045,ASAP1-IT1,ASAP1IT
1046,ASAP1-IT1, HSPC054
1047,ASAP1-IT1, ASAP1-IT
1048,ASAP1-IT1, ASAP1IT1
1049,ASAP1-IT1, DDEF1IT1
1050,ASAP1-IT1, NCRNA00050
1051,"C17orf91",C17orf91
1052,"C17orf91", MIR22HG
1053,CACS15/CASC15,CANT
1054,CACS15/CASC15, LINC00340
1055,CACS15/CASC15, lnc-SOX4-1
1056,"CTD-2020K17.1",FMNL1 divergent transcript
1057,"CTD-2020K17.1",HSALNG0116830
1058,"CTD-2020K17.1",lnc-SPATA32-2
1059,"CTD-2020K17.1",NONHSAG021970.2
1060,"CTD-2020K17.1", FMNL1-DT
1061,DANCR,AGU2
1062,DANCR, ANCR
1063,DANCR, SNHG13
1064,DANCR, KIAA0114
1065,DANCR, lncRNA-ANCR
1066,"DARS-AS1",DARS-AS1
1067,"DARS-AS1", DARS1-AS1
1068,DNM3OS,DNM3-AS1
1069,DNM3OS, MIR199A2HG
1070,"ElncRNA1",ElncRNA1
1071,"ElncRNA1", TC0101441
1072,"ElncRNA1", ERLNC1
1073,EMX2OS,EMX2-AS1
1074,EMX2OS, NCRNA00045
1075,"EPB41L4A-AS2",EPB41L4A-AS2
1076,"EPB41L4A-AS2", EPB41L4A-DT
1077,FAM215A,APR-2
1078,FAM215A, C17orf88
1079,FAM215A, LINC00530
1080,FAS-AS1,SAF
1081,FAS-AS1, FASAS
1082,FAS-AS1, FAS-AS
1083,"FLJ33360",long intergenic non-protein coding RNA 2145
1084,"FLJ33360",FLJ33360
1085,"FLJ33360",CTD-2324F15.2
1086,"FLJ33360",LINC02145
1087,"FLJ33360",HSALNG0039890
1088,"FLJ33360",NONHSAG039744.2
1089,"FLJ33360", LINC02145
1090,"FLVCR1-AS1",LQK1
1091,"FLVCR1-AS1", FLVCR1-AS1
1092,"FLVCR1-AS1", NCRNA00292
1093,"FLVCR1-AS1", FLVCR1-DT
1094,"GEHT1",lncRNA-GHET1
1095,"GEHT1", GHET1
1096,"GTSE1-AS1",CN5H6.4
1097,"GTSE1-AS1", GTSE1-AS1
1098,"GTSE1-AS1", LL22NC03-5H6.6
1099,"GTSE1-AS1", GTSE1-DT
1100,HAGLROS,HAGLR opposite strand lncRNA
1101,HAGLROS,HAGLR opposite strand (non-protein coding)
1102,HAGLROS,HAGLROS
1103,HAGLROS,HSALNG0020595
1104,HAGLROS,NONHSAG029907.2
1105,HAS2-AS1,HASNT
1106,HAS2-AS1, HAS2AS
1107,HAS2-AS1, HAS2-AS
1108,HAS2-AS1, NCRNA00077
1109,HMMR-AS1,HMMR antisense RNA 1
1110,HMMR-AS1,HMMR-AS1
1111,HMMR-AS1,HSALNG0046325
1112,HMMR-AS1,NONHSAG042138.2
1113,"HOST2",HOST2
1114,"HOST2", lncRNA-HOST2
1115,"HOST2", CERNA2
1116,"HOXD-AS1",Mdgt
1117,"HOXD-AS1", HOXD-AS1
1118,"HOXD-AS1", MIR7704HG
1119,"HOXD-AS1", HAGLR
1120,JPX,ENOX
1121,JPX, DCBALD06
1122,JPX, LINC00183
1123,JPX, NCRNA00183
1124,KCNMA1-AS1,KCNMA1 antisense RNA 1
1125,KCNMA1-AS1,HSALNG0079026
1126,KCNMA1-AS1,KCNMA1-AS1
1127,KCNMA1-AS1,NONHSAG006286.2
1128,KCNMA1-AS1,lnc-LRMDA-3
1129,"LEF1-AS1?",LEF1NAT
1130,"LEF1-AS1?", LEF1-AS1
1131,"LIMT",LIMT
1132,"LIMT", LINC01089
1133,LINC00092,NCRNA00092
1134,"LINC00152",C2orf59
1135,"LINC00152", LINC00152
1136,"LINC00152", NCRNA00152
1137,"LINC00152", CYTOR
1138,LINC00161,C21orf100
1139,LINC00161, Linc-USP16
1140,LINC00161, NCRNA00161
1141,LINC00319,PRED49
1142,LINC00319, C21orf125
1143,LINC00319, NCRNA00319
1144,LINC00339,HSPC157
1145,LINC00339, NCRNA00339
1146,LINC00515,PRED21
1147,LINC00515, C21orf71
1148,LINC00565,long intergenic non-protein coding RNA 565
1149,LINC00565,HSALNG0099639
1150,LINC00565,NONHSAG014298.2
1151,LINC00565,LINC00565
1152,LINC00963,MetaLnc9
1153,LINC01088,long intergenic non-protein coding RNA 1088
1154,LINC01088,LINC01088
1155,LINC01088,NONHSAG038292.2
1156,LINC01088,HSALNG0035423
1157,LINC01118,long intergenic non-protein coding RNA 1118
1158,LINC01118,NONHSAG027675.2
1159,LINC01118,HSALNG0014713
1160,LINC01118,lnc-SOCS5-4
1161,"LINC01125",LINC01125
1162,"LINC01125", C2orf92
1163,LINC01127,long intergenic non-protein coding RNA 1127
1164,LINC01127,NONHSAG028743.2
1165,LINC01127,LINC01127
1166,LINC01127,HSALNG0017393
1167,LINC01127,NONHSAG028744.2
1168,LINC01210,long intergenic non-protein coding RNA 1210
1169,LINC01210,LINC01210
1170,LINC01210,HSALNG0029216
1171,LINC01210,NONHSAG036184.2
1172,"LINK-A",LINKA
1173,"LINK-A", LINK-A
1174,"LINK-A", LINC01139
1175,LINP1,lncRNA in non-homologous end joining pathway 1
1176,LINP1,lncRNA in nonhomologous end joining (NHEJ) pathway 1
1177,LINP1,lncRNA in nonhomologous end joining pathway 1
1178,LINP1,LINP1
1179,LINP1,NONHSAG005150.2
1180,LINP1,HSALNG0075977
1181,LINP1,HSALNG0075974
1182,LOXL1-AS1,LOXL1 antisense RNA 1
1183,LOXL1-AS1,LOXL1 antisense RNA 1 (non-protein coding)
1184,LOXL1-AS1,HSALNG0107133
1185,LOXL1-AS1,LOXL1-AS1
1186,LOXL1-AS1,NONHSAG017388.2
1187,LOXL1-AS1,HSALNG0107136
1188,MAGI1-IT1,MAGI1 intronic transcript 1
1189,MAGI1-IT1,MAGI1 intronic transcript 1 (non-protein coding)
1190,MAGI1-IT1,NONHSAG035347.2
1191,MAGI1-IT1,HSALNG0026614
1192,MAGI1-IT1,MAGI1-IT1
1193,MIF-AS1,MIF-AS
1194,NBAT1,CASC14
1195,NBAT1, NBAT-1
1196,"NCK1-AS1",NCK1-AS1
1197,"NCK1-AS1", SLC35G2-AS1
1198,"NCK1-AS1", NCK1-DT
1199,"NR_023915",NCRNA00002
1200,"NR_023915", IPW
1201,"NR_038435",HOXD cluster antisense RNA 2
1202,"NR_038435",HOXD cluster antisense RNA 2 (non-protein coding)
1203,"NR_038435",HOXD-AS2
1204,"NR_038435",HSALNG0020588
1205,"NR_038435",NONHSAG029903.2
1206,"NR_038435",NONHSAG029904.2
1207,"NR_038435",HSALNG0020589
1208,"NR_038435", HOXD-AS2
1209,"NR_038464",HUMT
1210,"NR_038464", LINC00857
1211,"OR3A4",OR24
1212,"OR3A4", OR25
1213,"OR3A4", OR3A4
1214,"OR3A4", OR3A5P
1215,"OR3A4", OLFRA05
1216,"OR3A4", OLFRA06
1217,"OR3A4", OR17-13
1218,"OR3A4", OR17-16
1219,"OR3A4", OR17-24
1220,"OR3A4", OR17-25
1221,"OR3A4", OR3A4P
1222,"OVAL",OVAL
1223,"OVAL", RMEL2
1224,"OVAL", LINC01131
1225,"OVAL", OVAAL
1226,PCGEM1,PCAT9
1227,PCGEM1, LINC00071
1228,PCGEM1, NCRNA00071
1229,"PTAF",Lnc-LALC
1230,"PTAF", LINC00922
1231,RAD51-AS1,TODRA
1232,RHPN1-AS1,C8orf51
1233,SNHG16,ncRAN
1234,SNHG16, Nbla10727
1235,SNHG16, Nbla12061
1236,SNHG22,SCARNA17
1237,SNHG22, SCARNA17HG
1238,TDRG1,LINC00532
1239,TDRG1, lincRNA-NR_024015
1240,TLR8-AS1,GS1-324M7.6
1241,UNC5B-AS1,UASR1
1242,WDFY3-AS2,FBI4
1243,WDFY3-AS2, C4orf12
1244,WDFY3-AS2, NCRNA00247
1245,ZNF300P1,zinc finger protein 300 pseudogene 1
1246,ZNF300P1,zinc finger protein 300 pseudogene 1 (functional)
1247,ADARB2-AS1,C10orf109
1248,ADARB2-AS1, NCRNA00168
1249,ANRIL,ANRIL
1250,ANRIL, p15AS
1251,ANRIL, PCAT12
1252,ANRIL, CDKN2BAS
1253,ANRIL, CDKN2B-AS
1254,ANRIL, NCRNA00089
1255,CUDR ,CUDR
1256,CUDR , UCAT1
1257,CUDR , LINC00178
1258,CUDR , NCRNA00178
1259,CUDR , onco-lncRNA-36
1260,DIO3OS,DIO3-OS
1261,DIO3OS, DIO3-AS1
1262,DIO3OS, C14orf134
1263,DIO3OS, NCRNA00041
1264,DLEU1 (aka DLEU2),BCMS
1265,DLEU1 (aka DLEU2), DLB1
1266,DLEU1 (aka DLEU2), LEU1
1267,DLEU1 (aka DLEU2), LEU2
1268,DLEU1 (aka DLEU2), XTP6
1269,DLEU1 (aka DLEU2), BCMS1
1270,DLEU1 (aka DLEU2), DLEU2
1271,DLEU1 (aka DLEU2), LINC00021
1272,DLEU1 (aka DLEU2), NCRNA00021
1273,DNAH17-AS1,DNAH17 antisense RNA 1
1274,DNAH17-AS1,NONHSAG022893.2
1275,DNAH17-AS1,HSALNG0119037
1276,EPIC1,Lnc-EPIC1
1277,F11-AS1,F11 antisense RNA 1
1278,F11-AS1,NONHSAG039542.2
1279,F11-AS1,HSALNG0039173
1280,F11-AS1,F11-AS1
1281,GLIS3-AS1,C9orf70
1282,HMGA2-AS1,HMGA2 antisense RNA 1
1283,HMGA2-AS1,RP11-366L20.2
1284,HMGA2-AS1,HSALNG0092015
1285,HMGA2-AS1,lnc-LLPH-2
1286,HMLINCRNA717,MTCL1AS1
1287,HMLINCRNA717, MTCL1-AS1
1288,HOST2,HOST2
1289,HOST2, lncRNA-HOST2
1290,IRAIN,IGF1R antisense imprinted non-protein coding RNA
1291,IRAIN,IGF1R-AS
1292,IRAIN,IGF1R antisense RNA
1293,IRAIN,IGF1RAS
1294,IRAIN,HSALNG0108507
1295,IRAIN,NONHSAG018053.2
1296,IRAIN,IRAIN
1297,ITGB2-AS1,ITGB2 antisense RNA 1
1298,ITGB2-AS1,ITGB2 antisense RNA 1 (non-protein coding)
1299,ITGB2-AS1,HSALNG0133581
1300,ITGB2-AS1,NONHSAG033056.2
1301,ITGB2-AS1,ITGB2-AS1
1302,LINC00162,NLC1C
1303,LINC00162, NLC1-C
1304,LINC00162, PRED74
1305,LINC00162, C21orf113
1306,LINC00162, LINC00162
1307,LINC00162, NCRNA00162
1308,LINC00226,C14orf97
1309,LINC00226, NCRNA00226
1310,LINC00346,C13orf29
1311,LINC00346, LINC00346
1312,LINC00346, NCRNA00346
1313,LINC00462,long intergenic non-protein coding RNA 462
1314,LINC00462,NONHSAG013485.2
1315,LINC00462,HSALNG0097004
1316,LINC00462,LINC00462
1317,LINC00578,long intergenic non-protein coding RNA 578
1318,LINC00578,HSALNG0030884
1319,LINC00578,NONHSAG036724.2
1320,LINC00578,NONHSAG036729.2
1321,LINC00578,LINC00578
1322,LINC00578,NONHSAG036727.2
1323,LINC00578,lnc-KCNMB2-3
1324,"LINC00657",LINC00657
1325,"LINC00657", NORAD
1326,LINC00663,long intergenic non-protein coding RNA 663
1327,LINC00663,MGC39821
1328,LINC00663,CTC-559E9.1
1329,LINC00663,LINC00663
1330,LINC00663,NONHSAG025200.2
1331,LINC00663,HSALNG0124755
1332,LINC00671,long intergenic non-protein coding RNA 671
1333,LINC00671,LINC00671
1334,LINC00671,HSALNG0116587
1335,LINC00671,NONHSAG021862.2
1336,LINC00960,long intergenic non-protein coding RNA 960
1337,LINC00960,NONHSAG035456.2
1338,LINC00960,HSALNG0026932
1339,LINC00960,HSALNG0026937
1340,LINC00960,LINC00960
1341,LINC00976,long intergenic non-protein coding RNA 976
1342,LINC00976,CCDC26
1343,LINC00976,CCDC26 long non-coding RNA
1344,LINC00976,MGC27434
1345,LINC00976,RAM
1346,LINC00976,HSALNG0068551
1347,LINC00976,NONHSAG051268.2
1348,LINC00976,lnc-GSDMC-34
1349,LINC00976,NONHSAG051275.2
1350,LINC00976,NONHSAG051270.2
1351,LINC00976,HSALNG0068556
1352,LINC00976,HSALNG0068595
1353,LINC00976,HSALNG0068574
1354,LINC00976,lnc-GSDMC-12
1355,LINC00976,HSALNG0068588
1356,LINC00994,long intergenic non-protein coding RNA 994
1357,LINC00994,HSALNG0026562
1358,LINC00994,LINC00994
1359,LINC00994,NONHSAG035323.2
1360,LINC01006,MY040
1361,LINC01006, C7orf13
1362,LINC01006, LINC01006
1363,LINC01060,long intergenic non-protein coding RNA 1060
1364,LINC01060,LINC01060
1365,LINC01060,HSALNG0039283
1366,LINC01060,NONHSAG039581.2
1367,LINC01060,HSALNG0039289
1368,LINC01111,long intergenic non-protein coding RNA 1111
1369,LINC01111,HSALNG0066316
1370,LINC01111,NONHSAG050557.2
1371,LINC01111,lnc-ZFHX4-2
1372,LINC01121,UNQ6975
1373,LINC01638,long intergenic non-protein coding RNA 1638
1374,LINC01638,LINC01638
1375,LINC01638,NONHSAG033593.2
1376,LINC01638,HSALNG0134715
1377,LINC01638,HSALNG0134712
1378,LOC389641,TNFRSF10A divergent transcript
1379,LOC389641,LOC389641
1380,LOC389641,lnc-CHMP7-1
1381,LOC389641,HSALNG0063968
1382,LOC389641,NONHSAG049754.2
1383,MCM3AP-AS1,C21orf85
1384,MCM3AP-AS1, MCM3APAS
1385,MCM3AP-AS1, MCM3AP-AS
1386,MCM3AP-AS1, MCM3APASB
1387,MCM3AP-AS1, NCRNA00031
1388,MEG8,Bsr
1389,MEG8, Irm
1390,MEG8, Rian
1391,MEG8, SNHG23
1392,MEG8, SNHG24
1393,MEG8, lnc-MGC
1394,MEG8, LINC00024
1395,MEG8, NCRNA00024
1396,MSC-AS1,MSC antisense RNA 1
1397,MSC-AS1,MSC-AS1
1398,MSC-AS1,HSALNG0066117
1399,MSC-AS1,NONHSAG050493.2
1400,"NR_036488",SLNCR
1401,"NR_036488", SLNCR1
1402,"NR_036488", ERRLR01
1403,"NR_036488", HILNC75
1404,"NR_036488", LUCAIR1
1405,"NR_036488", HI-LNC75
1406,"NR_036488", LINC00673_Variant 3
1407,PXN-AS1,EyeLinc4
1408,RP11-567G11.1,long intergenic non-protein coding RNA 2041
1409,RP11-567G11.1,RP11-567G11.1
1410,RP11-567G11.1,HSALNG0031422
1411,RP11-567G11.1,LINC02041
1412,RP11-567G11.1,NONHSAG036938.2
1413,SLC7A11-AS1,SLC7A11 antisense RNA 1
1414,SLC7A11-AS1,ENST00000512786
1415,SLC7A11-AS1,SLC7A11 antisense RNA 1 (non-protein coding)
1416,SLC7A11-AS1,SLC7A11-AS1
1417,SLC7A11-AS1,HSALNG0037356
1418,SLC7A11-AS1,NONHSAG038927.2
1419,SNHG9,NCRNA00062
1420,THAP9-AS1,THAP9 antisense RNA 1
1421,THAP9-AS1,THAP9 antisense RNA 1 (non-protein coding)
1422,THAP9-AS1,HSALNG0035549
1423,THAP9-AS1,THAP9-AS1
1424,THAP9-AS1,HSALNG0035547
1425,ANRASSF1,ANRASSF1
1426,ASB16-AS1,C17orf65
1427,BCYRN1,BC200
1428,BCYRN1, BC200a
1429,BCYRN1, LINC00004
1430,BCYRN1, NCRNA00004
1431,C5orf66-AS1,C5orf66-AS1
1432,CALML3-AS1,CALML3 antisense RNA 1
1433,CALML3-AS1,CALML3-AS1
1434,CALML3-AS1,NONHSAG005097.2
1435,CALML3-AS1,NONHSAG005099.2
1436,CALML3-AS1,HSALNG0075870
1437,CALML3-AS1,HSALNG0075871
1438,CALML3-AS1,HSALNG0075868
1439,CASC15,CANT
1440,CASC15, LINC00340
1441,CASC15, lnc-SOX4-1
1442,CCEPR,CCHE1
1443,CCEPR, lncRNA-CCHE1
1444,CCHE1 (CCEPR),cervical carcinoma expressed PCNA regulatory lncRNA
1445,CCHE1 (CCEPR),CCHE1
1446,CCHE1 (CCEPR),cervical carcinoma high-expressed lncRNA 1
1447,CCHE1 (CCEPR),lncRNA-CCHE1
1448,CCHE1 (CCEPR),cervical carcimona expressed PCNA regulatory lncRNA
1449,CCHE1 (CCEPR),HSALNG0141600
1450,CCHE1 (CCEPR),CCEPR
1451,CCHE1 (CCEPR),NONHSAG005965.2
