,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
869,NR_003491.3,46,7,0
870,NR_033319.2,47,7,0
871,NR_033320.2,47,6,0
872,NR_003491.3,46,7,0
873,NR_033319.2,47,7,0
874,NR_033320.2,47,6,0
875,NR_003491.3,33,2,0
876,NR_033319.2,34,2,0
877,NR_003491.3,33,2,0
878,NR_033319.2,34,2,0
879,NR_003491.3,9,0,0
880,NR_033319.2,9,0,0
881,NR_033320.2,10,0,0
882,NR_033321.2,11,0,0
883,NR_003491.3,4,0,0
884,NR_120682.1,14,2,0
885,NR_120683.1,17,2,0
886,NR_027350.1,14,2,0
887,NR_027349.1,17,2,0
888,NR_145437.1,14,2,0
889,NR_145433.1,17,2,0
890,NR_145434.1,16,2,0
891,NR_145435.1,15,2,0
892,NR_145436.1,15,2,0
893,NR_145437.1,14,2,0
894,NR_145433.1,17,2,0
895,NR_145434.1,16,2,0
896,NR_145435.1,15,2,0
897,NR_145436.1,15,2,0
898,NR_038262.1,14,2,0
899,NR_028502.1,14,2,0
900,NR_028503.1,17,2,0
901,NR_028504.1,16,2,0
902,NR_028505.1,15,2,0
903,NR_028502.1,14,2,0
904,NR_028503.1,17,2,0
905,NR_028504.1,16,2,0
906,NR_028505.1,15,2,0
907,NR_027054.2,14,2,0
908,NR_152877.1,17,2,0
909,NR_152878.1,16,2,0
910,NR_152879.1,15,2,0
911,NR_027054.2,14,2,0
912,NR_152877.1,17,2,0
913,NR_152878.1,16,2,0
914,NR_152879.1,15,2,0
915,NR_027054.2,14,2,0
916,NR_152877.1,17,2,0
917,NR_152878.1,16,2,0
918,NR_152879.1,15,2,0
919,NR_027054.2,14,2,0
920,NR_152877.1,17,2,0
921,NR_152878.1,16,2,0
922,NR_152879.1,15,2,0
923,NR_027054.2,33,1,0
924,NR_015395.2,20,1,0
925,NR_024373.2,00963,00963,00963
926,NR_015395.2,94,18,0
927,NR_024373.2,100,18,0
928,NR_136161.1,100,18,0
929,NR_136162.1,101,18,0
930,NR_015395.2,94,18,0
931,NR_024373.2,100,18,0
932,NR_136161.1,100,18,0
933,NR_136162.1,101,18,0
934,NR_024607.1,94,18,0
935,NR_024607.1,94,18,0
936,NR_024607.1,94,18,0
937,NR_038835.1,94,18,0
938,NR_038835.1,94,18,0
939,NR_038835.1,94,18,0
940,NR_157183.1,94,18,0
941,NR_036497.1,3,0,0
942,NR_117101.1,4,1,0
943,NR_117102.1,4,1,0
944,NR_024065.3,4,1,0
945,NR_034143.1,26,3,0
946,NR_034143.1,20,2,0
947,NR_003108.2,20,2,0
948,NR_138145.1,15,1,0
949,NR_048550.1,19,1,0
950,NR_131012.1,19,1,0
951,NR_028272.1,13,0,0
952,NR_131012.1,19,1,0
953,NR_028272.1,13,0,0
954,NR_131012.1,19,1,0
955,NR_028272.1,13,0,0
956,NR_131012.1,19,1,0
957,NR_028272.1,13,0,0
958,NR_131012.1,23,0,0
959,NR_028272.1,5,0,0
960,NR_131012.1,23,0,0
961,NR_028272.1,5,0,0
962,NR_131012.1,23,0,0
963,NR_028272.1,5,0,0
964,NR_131012.1,6,0,0
965,NR_131012.1,6,0,0
966,NR_131012.1,6,0,0
967,NR_131012.1,10,2,0
968,NR_131012.1,10,2,0
969,NR_131012.1,10,2,0
970,NR_131012.1,6,0,0
971,NR_131012.1,18,0,0
972,NR_028272.1,2,2,2
973,NR_131012.1,18,18,0
974,NR_028272.1,2,2,2
975,NR_131012.1,0,0,0
976,NR_028272.1,0,0,0
977,NR_131012.1,9,1,0
978,NR_028272.1,00312,00312,00312
979,NR_131012.1,7,1,0
980,NR_131157.1,7,1,0
981,NR_131157.1,16,0,0
982,NR_103710.1,7,0,0
983,NR_103710.1,134,16,0
984,NR_073113.1,134,16,0
985,NR_073113.1,134,16,0
986,NR_073113.1,134,16,0
987,NR_073113.1,134,16,0
988,NR_073113.1,134,16,0
989,NR_027451.1,134,16,0
990,NR_027451.1,134,16,0
991,NR_027451.1,134,16,0
992,NR_027451.1,134,16,0
993,NR_027451.1,134,16,0
994,NR_102743.1,134,16,0
995,NR_102744.1,33,8,0
996,NR_125738.1,1,1,1
997,NR_028500.2,134,16,0
998,NR_034174.3,134,16,0
999,NR_046326.1,134,16,0
1000,NR_047562.2,134,16,0
1001,NR_026757.2,134,16,0
1002,NR_152820.1,33,8,0
1003,NR_152821.1,1,1,1
1004,NR_026757.2,134,16,0
1005,NR_152820.1,33,8,0
1006,NR_152821.1,1,1,1
1007,NR_026757.2,134,16,0
1008,NR_152820.1,33,8,0
1009,NR_152821.1,1,1,1
1010,NR_121612.1,26,2,0
1011,NR_109836.1,26,2,0
1012,NR_109836.1,11,2,0
1013,NR_024617.1,11,2,0
1014,NR_046325.1,15,0,0
1015,NR_045262.2,15,0,0
1016,NR_045262.2,15,0,0
1017,NR_045262.2,15,0,0
1018,NR_040109.2,15,0,0
1019,NR_046325.1,25,5,0
1020,NR_046325.1,25,5,0
1021,NR_046325.1,25,5,0
1022,NR_046325.1,25,5,0
1023,NR_046325.1,25,5,0
1024,NR_038230.1,9,0,0
1025,NR_038230.1,12,1,0
1026,NR_038230.1,9,0,0
1027,NR_126366.1,2,1,0
1028,NR_126367.1,6,6,6
1029,NR_027064.3,16,0,0
1030,NR_146290.1,30,0,0
1031,NR_109833.1,30,0,0
1032,NR_003367.3,30,0,0
1033,NR_003367.3,41,2,0
1034,NR_003367.3,6,0,0
1035,NR_003367.3,6,0,0
1036,NR_003367.3,18,0,0
1037,NR_003367.3,3,1,0
1038,NR_003367.3,14,0,0
1039,NR_003367.3,14,0,0
1040,NR_003367.3,14,0,0
1041,NR_003367.3,18,0,0
1042,NR_003367.3,3,1,0
1043,NR_003367.3,3,1,0
1044,NR_003367.3,3,1,0
1045,NR_003367.3,3,1,0
1046,NR_003367.3,3,1,0
1047,NR_003367.3,24,3,0
1048,NR_038924.1,24,3,0
1049,NR_037791.1,24,3,0
1050,NR_033932.1,7,1,0
1051,NR_033932.1,30,10,0
1052,NR_026785.1,14,1,0
1053,NR_026785.1,60,1,0
1054,NR_003051.3,13,1,0
1055,NR_003051.3,13,1,0
1056,NR_003051.3,13,1,0
1057,NR_003051.3,13,1,0
1058,NR_110665.1,13,1,0
1059,NR_103743.1,13,1,0
1060,NR_125375.1,13,1,0
1061,NR_137281.2,13,1,0
1062,NR_003098.2,13,1,0
1063,NR_003098.2,13,1,0
1064,NR_003098.2,13,1,0
1065,NR_003098.2,13,1,0
1066,NR_003098.2,13,1,0
1067,NR_003098.2,13,1,0
1068,NR_003098.2,13,1,0
1069,NR_003098.2,13,1,0
1070,NR_003239.1,13,1,0
1071,NR_024127.2,8,0,0
1072,NR_146381.1,1,1,1
1073,NR_024127.2,41,4,0
1074,NR_146381.1,4,4,4
1075,NR_146382.1,2,2,2
1076,NR_024127.2,14,3,0
1077,NR_146177.1,14,3,0
1078,NR_146177.1,16,0,0
1079,NR_146177.1,16,0,0
1080,NR_146177.1,3,0,0
1081,NR_003697.2,3,0,0
1082,NR_003697.2,3,0,0
1083,NR_003697.2,3,0,0
1084,NR_003697.2,7,0,0
1085,NR_152594.1,11,0,0
1086,NR_003697.2,9,2,0
1087,NR_152594.1,5,1,0
1088,NR_038108.1,17,3,1
1089,NR_038108.1,24,2,0
1090,NR_038109.1,23,2,0
1091,NR_038110.1,22,1,0
1092,NR_038111.1,22,1,0
1093,NR_015366.5,5,0,0
1094,NR_027241.3,9,0,0
1095,NR_152753.1,9,0,0
1096,NR_152754.1,4,0,0
1097,NR_152755.1,4,0,0
1098,NR_152756.1,4,0,0
1099,NR_152757.1,4,0,0
1100,NR_152758.1,4,0,0
1101,NR_152759.1,5,0,0
1102,NR_152760.1,3,0,0
1103,NR_152761.1,7,0,0
1104,NR_152762.1,7,0,0
1105,NR_027058.1,5,0,0
1106,NR_027058.1,5,0,0
1107,NR_027058.1,5,0,0
1108,NR_036473.1,5,0,0
1109,NR_002909.2,9,0,0
1110,NR_036473.1,5,0,0
1111,NR_002909.2,9,0,0
1112,NR_003141.3,5,0,0
1113,NR_036536.1,9,0,0
1114,NR_003038.2,5,0,0
1115,NR_002599.2,10,2,0
1116,NR_002599.2,8,0,0
1117,NR_152598.1,13,0,0
1118,NR_152599.1,9,0,0
1119,NR_152600.1,8,0,0
1120,NR_002599.2,8,0,0
1121,NR_152598.1,13,0,0
1122,NR_152599.1,9,0,0
1123,NR_152600.1,8,0,0
1124,NR_003672.2,8,0,0
1125,NR_024542.1,13,0,0
1126,NR_024543.1,9,0,0
1127,NR_003672.2,175,1,0
1128,NR_003672.2,175,1,0
1129,NR_003672.2,175,1,0
1130,NR_003584.3,175,1,0
1131,NR_075091.1,8,0,0
1132,NR_075092.1,7,0,0
1133,NR_075093.1,7,0,0
1134,NR_004053.3,8,0,0
1135,NR_075089.1,6,0,0
1136,NR_075091.1,8,0,0
1137,NR_075092.1,7,0,0
1138,NR_075093.1,7,0,0
1139,NR_004053.3,8,0,0
1140,NR_075089.1,6,0,0
1141,NR_075091.1,8,0,0
1142,NR_075092.1,7,0,0
1143,NR_075093.1,7,0,0
1144,NR_004053.3,8,0,0
1145,NR_075089.1,6,0,0
1146,NR_075091.1,8,0,0
1147,NR_075092.1,7,0,0
1148,NR_075093.1,7,0,0
1149,NR_004053.3,8,0,0
1150,NR_075089.1,6,0,0
1151,NR_075091.1,8,0,0
1152,NR_075092.1,7,0,0
1153,NR_075093.1,7,0,0
1154,NR_004053.3,8,0,0
1155,NR_075089.1,6,0,0
1156,NR_075091.1,9,0,0
1157,NR_075092.1,9,0,0
1158,NR_075093.1,8,0,0
1159,NR_004053.3,8,0,0
1160,NR_046514.1,9,0,0
1161,NR_131221.1,12,0,0
1162,NR_131221.1,17,1,0
1163,NR_131221.1,17,1,0
1164,NR_131221.1,17,1,0
1165,NR_121663.1,18,0,0
1166,NR_121664.1,16,0,0
1167,NR_110029.2,18,0,0
1168,NR_109982.1,10,0,0
1169,NR_157393.1,2,0,0
1170,NR_157393.1,4,0,0
1171,NR_160958.1,4,0,0
1172,NR_160959.1,5,0,0
1173,NR_160960.1,3,0,0
1174,NR_132780.1,4,0,0
1175,NR_027007.3,5,0,0
1176,NR_132781.1,3,0,0
1177,NR_027064.3,23,5,0
1178,NR_027064.3,23,5,0
1179,NR_027064.3,23,5,0
1180,NR_027064.3,23,5,0
1181,NR_027064.3,5,0,0
1182,NR_027064.3,18,0,0
1183,NR_109809.1,18,0,0
1184,NR_046650.1,16,0,0
1185,NR_109810.1,13,0,0
1186,NR_027157.1,18,0,0
1187,NR_027157.1,18,0,0
1188,NR_145450.1,18,0,0
1189,NR_033711.1,18,0,0
1190,NR_033710.1,16,0,0
1191,NR_033709.1,13,0,0
1192,NR_033708.1,16,0,0
1193,NR_033712.1,15,0,0
1194,NR_033711.1,20,1,0
1195,NR_033711.1,5,0,0
1196,NR_033711.1,5,0,0
1197,NR_033711.1,5,0,0
1198,NR_033711.1,5,0,0
1199,NR_033711.1,9,0,0
1200,NR_033710.1,9,0,0
1201,NR_051976.1,2,0,0
1202,NR_109964.1,14,0,0
1203,NR_109964.1,8,0,0
1204,NR_026765.2,8,0,0
1205,NR_038272.1,8,0,0
1206,NR_038271.1,6,0,0
1207,NR_038272.1,7,0,0
1208,NR_038271.1,7,0,0
1209,NR_038272.1,30,10,0
1210,NR_038272.1,30,10,0
1211,NR_109828.1,30,10,0
1212,NR_110492.1,30,10,0
1213,NR_110492.1,30,10,0
1214,NR_110492.1,30,10,0
1215,NR_110492.1,6,0,0
1216,NR_110493.1,5,0,0
1217,NR_002323.2,5,0,0
1218,NR_110492.1,17,1,0
1219,NR_110492.1,17,1,0
1220,NR_015391.1,38,6,0
1221,NR_015379.3,61,6,0
1222,NR_015379.3,61,6,0
1223,NR_015379.3,61,6,0
1224,NR_015379.3,61,6,0
1225,NR_015379.3,61,6,0
1226,NR_015379.3,61,6,0
1227,NR_015379.3,61,6,0
1228,NR_015379.3,6,0,0
1229,NR_015379.3,9,1,0
1230,NR_015379.3,9,1,0
1231,NR_015379.3,9,0,0
1232,NR_015379.3,32,0,0
1233,NR_015379.3,32,0,0
1234,NR_015379.3,32,0,0
1235,NR_015379.3,32,0,0
1236,NR_015379.3,5,0,0
1237,NR_130735.1,31,4,0
1238,NR_015359.2,31,4,0
1239,NR_152771.1,30,4,0
1240,NR_152772.1,30,4,0
1241,NR_152773.1,12,0,0
1242,NR_152774.1,12,0,0
1243,NR_152775.1,30,4,0
1244,NR_152776.1,30,4,0
1245,NR_152778.1,31,4,0
1246,NR_001564.2,31,4,0
1247,NR_001564.2,31,4,0
1248,NR_001564.2,31,4,0
1249,NR_001564.2,31,4,0
1250,NR_001564.2,9,9,0
1251,NR_001564.2,10,0,0
1252,NR_001564.2,10,0,0
1253,NR_001564.2,10,0,0
1254,NR_001564.2,10,0,0
1255,NR_001564.2,10,0,0
1256,NR_001564.2,10,0,0
1257,NR_001564.2,10,0,0
1258,NR_001564.2,10,0,0
1259,NR_001564.2,10,0,0
1260,NR_001564.2,10,0,0
1261,NR_001564.2,10,0,0
1262,NR_040248.2,10,0,0
1263,NR_040248.2,10,0,0
1264,NR_040248.2,10,0,0
1265,NR_040248.2,10,0,0
1266,NR_003604.3,10,0,0
1267,NR_003604.3,8,1,0
1268,NR_003604.3,9,0,0
1269,NR_003605.2,10,1,0
1270,NR_003606.3,10,1,0
1271,NR_036658.2,12,1,0
1272,NR_036659.2,10,1,0
1273,NR_003604.3,71,0,0
1274,NR_125796.1,71,0,0
1275,NR_125796.1,71,0,0
1276,NR_125796.1,71,0,0
1277,NR_024166.1,71,0,0
1278,NR_119384.1,71,0,0
1279,NR_125373.1,71,0,0
1280,NR_125373.1,71,0,0
