,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
869,NR_037883.1,12,1,0
870,NR_131233.1,5,0,0
871,NR_131234.1,5,0,0
872,NR_131235.1,6,0,0
873,NR_037883.1,12,1,0
874,NR_131233.1,5,0,0
875,NR_131234.1,5,0,0
876,NR_131235.1,6,0,0
877,NR_048536.2,15,0,0
878,NR_152602.1,13,0,0
879,NR_048536.2,15,0,0
880,NR_152602.1,13,0,0
881,NR_048536.2,15,0,0
882,NR_152602.1,13,0,0
883,NR_048536.2,15,0,0
884,NR_152602.1,13,0,0
885,NR_048536.2,15,0,0
886,NR_152602.1,13,0,0
887,NR_048536.2,15,0,0
888,NR_152602.1,13,0,0
889,NR_048536.2,15,0,0
890,NR_152602.1,13,0,0
891,NR_048536.2,15,0,0
892,NR_152602.1,13,0,0
893,NR_048536.2,15,0,0
894,NR_152602.1,13,0,0
895,NR_156734.1,20,0,0
896,NR_027065.2,4,0,0
897,NR_027066.2,3,0,0
898,NR_026873.1,35,0,0
899,NR_001558.3,31,0,0
900,NR_001558.3,31,0,0
901,NR_026999.1,47,1,0
902,NR_024065.3,9,1,0
903,NR_026951.1,22,0,0
904,NR_034119.2,4,0,0
905,NR_163477.1,4,0,0
906,NR_034119.2,4,0,0
907,NR_163477.1,4,0,0
908,NR_034119.2,4,0,0
909,NR_163477.1,4,0,0
910,NR_034119.2,4,0,0
911,NR_163477.1,4,0,0
912,NR_024384.2,14,1,0
913,NR_024383.2,13,1,0
914,NR_015436.2,11,0,0
915,NR_152232.1,12,1,0
916,NR_152233.1,12,1,0
917,NR_152234.1,12,1,0
918,NR_152235.1,10,0,0
919,NR_152236.1,13,1,0
920,NR_152237.1,11,1,0
921,NR_152238.1,12,0,0
922,NR_152239.1,10,0,0
923,NR_152240.1,18,1,0
924,NR_152241.1,12,1,0
925,NR_152242.1,12,0,0
926,NR_026761.2,5,0,0
927,NR_121612.1,41,2,0
928,NR_026807.2,41,2,0
929,NR_121613.1,40,2,0
930,NR_121614.1,41,2,0
931,NR_026860.1,12,0,0
932,NR_026861.1,5,0,0
933,NR_126435.1,16,0,1
934,NR_033876.1,16,2,0
935,NR_026796.1,12,1,0
936,NR_026797.1,12,1,0
937,NR_038988.2,13,0,0
938,NR_146588.1,13,0,0
939,NR_146589.1,21,0,0
940,NR_146590.1,14,0,0
941,NR_146591.1,14,0,0
942,NR_146592.1,14,0,0
943,NR_146593.1,19,0,0
944,NR_046224.1,8,0,0
945,NR_046225.1,8,0,0
946,NR_027301.1,5,1,0
947,NR_038291.1,8,0,0
948,NR_038291.1,8,0,0
949,NR_038291.1,8,0,0
950,NR_038220.1,10,0,0
951,NR_038220.1,10,0,0
952,NR_038220.1,10,0,0
953,NR_038220.1,10,0,0
954,NR_015401.2,22,3,0
955,NR_072981.1,14,1,0
956,NR_072982.1,10,1,0
957,NR_149170.2,8,1,0
958,NR_034125.2,13,1,0
959,NR_038848.1,7,0,0
960,NR_038848.1,7,0,0
961,NR_103859.1,3,0,0
962,NR_024452.1,6,0,0
963,NR_038849.1,7,0,0
964,NR_038849.1,7,0,0
965,NR_033383.1,3,0,0
966,NR_110026.1,7,1,0
967,NR_110025.1,8,1,0
968,NR_110026.1,7,1,0
969,NR_110025.1,8,1,0
970,NR_110026.1,7,1,0
971,NR_110025.1,8,1,0
972,NR_122111.1,19,0,0
973,NR_122112.1,9,0,0
974,NR_122111.1,19,0,0
975,NR_122112.1,9,0,0
976,NR_038426.1,13,2,0
977,NR_121647.1,11,0,0
978,NR_120337.1,10,1,1
979,NR_120685.1,5,1,0
980,NR_120686.1,5,1,0
981,NR_120506.2,6,0,0
982,NR_165032.1,5,0,0
983,NR_165033.1,8,0,0
984,NR_120506.2,6,0,0
985,NR_165032.1,5,0,0
986,NR_165033.1,8,0,0
987,NR_027379.1,14,1,0
988,NR_130934.1,5,0,0
989,NR_024457.2,20,0,0
990,NR_125365.1,3,0,0
991,NR_038925.1,33,4,0
992,NR_126359.1,4,0,0
993,NR_160525.1,16,1,0
994,NR_160525.1,16,1,0
995,NR_160525.1,16,1,0
996,NR_160525.1,16,1,0
997,NR_160525.1,16,1,0
998,NR_045680.1,16,1,0
999,NR_103844.1,13,0,0
1000,NR_110597.1,6,0,0
1001,NR_137281.2,24,2,0
1002,NR_137280.2,23,2,0
1003,NR_036488.1,22,1,0
1004,NR_152515.1,22,1,0
1005,NR_152516.1,25,2,0
1006,NR_131252.1,6,0,0
1007,NR_131252.1,6,0,0
1008,NR_040074.1,12,0,0
1009,NR_040075.1,11,0,0
1010,NR_040074.1,12,0,0
1011,NR_040075.1,11,0,0
1012,NR_015391.1,9,0,0
1013,NR_015391.1,9,0,0
1014,NR_151858.1,18,0,0
1015,NR_027111.1,18,0,0
1016,NR_027054.2,19,1,0
1017,NR_152877.1,13,0,0
1018,NR_152878.1,12,0,0
1019,NR_152879.1,18,1,0
1020,NR_027054.2,19,1,0
1021,NR_152877.1,13,0,0
1022,NR_152878.1,12,0,0
1023,NR_152879.1,18,1,0
1024,NR_145480.1,22,2,0
1025,NR_132442.1,4,0,0
1026,NR_103548.1,3,0,0
1027,NR_103549.1,2,0,0
1028,NR_103548.1,3,0,0
1029,NR_103549.1,2,0,0
1030,NR_126487.1,3,1,0
1031,NR_015454.1,23,2,0
1032,NR_015454.1,23,2,0
1033,NR_038343.2,21,1,0
1034,NR_038344.1,8,1,0
1035,NR_038345.1,2,0,0
1036,NR_038346.1,3,0,0
1037,NR_002819.4,46,7,0
1038,NR_144567.1,47,7,0
1039,NR_144568.1,47,6,0
1040,NR_002819.4,46,7,0
1041,NR_144567.1,47,7,0
1042,NR_144568.1,47,6,0
1043,NR_002819.4,46,7,0
1044,NR_144567.1,47,7,0
1045,NR_144568.1,47,6,0
1046,NR_002819.4,46,7,0
1047,NR_144567.1,47,7,0
1048,NR_144568.1,47,6,0
1049,NR_002819.4,46,7,0
1050,NR_144567.1,47,7,0
1051,NR_144568.1,47,6,0
1052,NR_002819.4,46,7,0
1053,NR_144567.1,47,7,0
1054,NR_144568.1,47,6,0
1055,NR_002819.4,46,7,0
1056,NR_144567.1,47,7,0
1057,NR_144568.1,47,6,0
1058,NR_002819.4,46,7,0
1059,NR_144567.1,47,7,0
1060,NR_144568.1,47,6,0
1061,NR_002819.4,46,7,0
1062,NR_144567.1,47,7,0
1063,NR_144568.1,47,6,0
1064,NR_002819.4,46,7,0
1065,NR_144567.1,47,7,0
1066,NR_144568.1,47,6,0
1067,NR_002819.4,46,7,0
1068,NR_144567.1,47,7,0
1069,NR_144568.1,47,6,0
1070,NR_002819.4,46,7,0
1071,NR_144567.1,47,7,0
1072,NR_144568.1,47,6,0
1073,NR_002819.4,46,7,0
1074,NR_144567.1,47,7,0
1075,NR_144568.1,47,6,0
1076,NR_002819.4,46,7,0
1077,NR_144567.1,47,7,0
1078,NR_144568.1,47,6,0
1079,NR_002819.4,46,7,0
1080,NR_144567.1,47,7,0
1081,NR_144568.1,47,6,0
1082,NR_002819.4,46,7,0
1083,NR_144567.1,47,7,0
1084,NR_144568.1,47,6,0
1085,NR_002819.4,46,7,0
1086,NR_144567.1,47,7,0
1087,NR_144568.1,47,6,0
1088,NR_002819.4,46,7,0
1089,NR_144567.1,47,7,0
1090,NR_144568.1,47,6,0
1091,NR_002819.4,46,7,0
1092,NR_144567.1,47,7,0
1093,NR_144568.1,47,6,0
1094,NR_002819.4,46,7,0
1095,NR_144567.1,47,7,0
1096,NR_144568.1,47,6,0
1097,NR_002819.4,46,7,0
1098,NR_144567.1,47,7,0
1099,NR_144568.1,47,6,0
1100,NR_002819.4,46,7,0
1101,NR_144567.1,47,7,0
1102,NR_144568.1,47,6,0
1103,NR_002819.4,46,7,0
1104,NR_144567.1,47,7,0
1105,NR_144568.1,47,6,0
1106,NR_002819.4,46,7,0
1107,NR_144567.1,47,7,0
1108,NR_144568.1,47,6,0
1109,NR_002819.4,46,7,0
1110,NR_144567.1,47,7,0
1111,NR_144568.1,47,6,0
1112,NR_015404.2,20,2,0
1113,NR_152605.1,5,0,0
1114,NR_152606.1,6,0,0
1115,NR_152607.1,4,0,0
1116,NR_152608.1,5,0,0
1117,NR_027038.1,33,2,0
1118,NR_027037.1,34,2,0
1119,NR_002766.2,14,2,0
1120,NR_003530.2,17,2,0
1121,NR_003531.3,16,2,0
1122,NR_033358.1,15,2,0
1123,NR_033359.1,15,2,0
1124,NR_033360.1,15,2,0
1125,NR_046464.1,15,2,0
1126,NR_046465.2,15,2,0
1127,NR_046466.1,15,2,0
1128,NR_046467.1,16,2,0
1129,NR_046469.1,15,2,0
1130,NR_046470.2,17,2,0
1131,NR_046471.1,15,2,0
1132,NR_046472.1,16,2,0
1133,NR_046473.1,81,12,0
1134,NR_002766.2,14,2,0
1135,NR_003530.2,17,2,0
1136,NR_003531.3,16,2,0
1137,NR_033358.1,15,2,0
1138,NR_033359.1,15,2,0
1139,NR_033360.1,15,2,0
1140,NR_046464.1,15,2,0
1141,NR_046465.2,15,2,0
1142,NR_046466.1,15,2,0
1143,NR_046467.1,16,2,0
1144,NR_046469.1,15,2,0
1145,NR_046470.2,17,2,0
1146,NR_046471.1,15,2,0
1147,NR_046472.1,16,2,0
1148,NR_046473.1,81,12,0
1149,NR_002766.2,14,2,0
1150,NR_003530.2,17,2,0
1151,NR_003531.3,16,2,0
1152,NR_033358.1,15,2,0
1153,NR_033359.1,15,2,0
1154,NR_033360.1,15,2,0
1155,NR_046464.1,15,2,0
1156,NR_046465.2,15,2,0
1157,NR_046466.1,15,2,0
1158,NR_046467.1,16,2,0
1159,NR_046469.1,15,2,0
1160,NR_046470.2,17,2,0
1161,NR_046471.1,15,2,0
1162,NR_046472.1,16,2,0
1163,NR_046473.1,81,12,0
1164,NR_002766.2,14,2,0
1165,NR_003530.2,17,2,0
1166,NR_003531.3,16,2,0
1167,NR_033358.1,15,2,0
1168,NR_033359.1,15,2,0
1169,NR_033360.1,15,2,0
1170,NR_046464.1,15,2,0
1171,NR_046465.2,15,2,0
1172,NR_046466.1,15,2,0
1173,NR_046467.1,16,2,0
1174,NR_046469.1,15,2,0
1175,NR_046470.2,17,2,0
1176,NR_046471.1,15,2,0
1177,NR_046472.1,16,2,0
1178,NR_046473.1,81,12,0
1179,NR_002766.2,14,2,0
1180,NR_003530.2,17,2,0
1181,NR_003531.3,16,2,0
1182,NR_033358.1,15,2,0
1183,NR_033359.1,15,2,0
1184,NR_033360.1,15,2,0
1185,NR_046464.1,15,2,0
1186,NR_046465.2,15,2,0
1187,NR_046466.1,15,2,0
1188,NR_046467.1,16,2,0
1189,NR_046469.1,15,2,0
1190,NR_046470.2,17,2,0
1191,NR_046471.1,15,2,0
1192,NR_046472.1,16,2,0
1193,NR_046473.1,81,12,0
1194,NR_002766.2,14,2,0
1195,NR_003530.2,17,2,0
1196,NR_003531.3,16,2,0
1197,NR_033358.1,15,2,0
1198,NR_033359.1,15,2,0
1199,NR_033360.1,15,2,0
1200,NR_046464.1,15,2,0
1201,NR_046465.2,15,2,0
1202,NR_046466.1,15,2,0
1203,NR_046467.1,16,2,0
1204,NR_046469.1,15,2,0
1205,NR_046470.2,17,2,0
1206,NR_046471.1,15,2,0
1207,NR_046472.1,16,2,0
1208,NR_046473.1,81,12,0
1209,NR_002766.2,14,2,0
1210,NR_003530.2,17,2,0
1211,NR_003531.3,16,2,0
1212,NR_033358.1,15,2,0
1213,NR_033359.1,15,2,0
1214,NR_033360.1,15,2,0
1215,NR_046464.1,15,2,0
1216,NR_046465.2,15,2,0
1217,NR_046466.1,15,2,0
1218,NR_046467.1,16,2,0
1219,NR_046469.1,15,2,0
1220,NR_046470.2,17,2,0
1221,NR_046471.1,15,2,0
1222,NR_046472.1,16,2,0
1223,NR_046473.1,81,12,0
1224,NR_002766.2,14,2,0
1225,NR_003530.2,17,2,0
1226,NR_003531.3,16,2,0
1227,NR_033358.1,15,2,0
1228,NR_033359.1,15,2,0
1229,NR_033360.1,15,2,0
1230,NR_046464.1,15,2,0
1231,NR_046465.2,15,2,0
1232,NR_046466.1,15,2,0
1233,NR_046467.1,16,2,0
1234,NR_046469.1,15,2,0
1235,NR_046470.2,17,2,0
1236,NR_046471.1,15,2,0
1237,NR_046472.1,16,2,0
1238,NR_046473.1,81,12,0
1239,NR_002766.2,14,2,0
1240,NR_003530.2,17,2,0
1241,NR_003531.3,16,2,0
1242,NR_033358.1,15,2,0
1243,NR_033359.1,15,2,0
1244,NR_033360.1,15,2,0
1245,NR_046464.1,15,2,0
1246,NR_046465.2,15,2,0
1247,NR_046466.1,15,2,0
1248,NR_046467.1,16,2,0
1249,NR_046469.1,15,2,0
1250,NR_046470.2,17,2,0
1251,NR_046471.1,15,2,0
1252,NR_046472.1,16,2,0
1253,NR_046473.1,81,12,0
1254,NR_002766.2,14,2,0
1255,NR_003530.2,17,2,0
1256,NR_003531.3,16,2,0
1257,NR_033358.1,15,2,0
1258,NR_033359.1,15,2,0
1259,NR_033360.1,15,2,0
1260,NR_046464.1,15,2,0
1261,NR_046465.2,15,2,0
1262,NR_046466.1,15,2,0
1263,NR_046467.1,16,2,0
1264,NR_046469.1,15,2,0
1265,NR_046470.2,17,2,0
1266,NR_046471.1,15,2,0
1267,NR_046472.1,16,2,0
1268,NR_046473.1,81,12,0
1269,NR_002766.2,14,2,0
1270,NR_003530.2,17,2,0
1271,NR_003531.3,16,2,0
1272,NR_033358.1,15,2,0
1273,NR_033359.1,15,2,0
1274,NR_033360.1,15,2,0
1275,NR_046464.1,15,2,0
1276,NR_046465.2,15,2,0
1277,NR_046466.1,15,2,0
1278,NR_046467.1,16,2,0
1279,NR_046469.1,15,2,0
1280,NR_046470.2,17,2,0
1281,NR_046471.1,15,2,0
1282,NR_046472.1,16,2,0
1283,NR_046473.1,81,12,0
1284,NR_002766.2,14,2,0
1285,NR_003530.2,17,2,0
1286,NR_003531.3,16,2,0
1287,NR_033358.1,15,2,0
1288,NR_033359.1,15,2,0
1289,NR_033360.1,15,2,0
1290,NR_046464.1,15,2,0
1291,NR_046465.2,15,2,0
1292,NR_046466.1,15,2,0
1293,NR_046467.1,16,2,0
1294,NR_046469.1,15,2,0
1295,NR_046470.2,17,2,0
1296,NR_046471.1,15,2,0
1297,NR_046472.1,16,2,0
1298,NR_046473.1,81,12,0
1299,NR_002766.2,14,2,0
1300,NR_003530.2,17,2,0
1301,NR_003531.3,16,2,0
1302,NR_033358.1,15,2,0
1303,NR_033359.1,15,2,0
1304,NR_033360.1,15,2,0
1305,NR_046464.1,15,2,0
1306,NR_046465.2,15,2,0
1307,NR_046466.1,15,2,0
1308,NR_046467.1,16,2,0
1309,NR_046469.1,15,2,0
1310,NR_046470.2,17,2,0
1311,NR_046471.1,15,2,0
1312,NR_046472.1,16,2,0
1313,NR_046473.1,81,12,0
1314,NR_038285.1,7,1,0
1315,NR_037775.1,15,2,1
1316,NR_003491.3,94,18,0
1317,NR_033319.2,100,18,0
1318,NR_033320.2,100,18,0
1319,NR_033321.2,101,18,0
1320,NR_003491.3,94,18,0
1321,NR_033319.2,100,18,0
1322,NR_033320.2,100,18,0
1323,NR_033321.2,101,18,0
1324,NR_024430.2,8,0,0
1325,NR_137175.1,10,0,0
1326,NR_137176.1,6,0,0
1327,NR_137177.1,6,0,0
1328,NR_137178.1,7,0,0
1329,NR_137179.1,6,0,0
1330,NR_137180.1,7,0,0
1331,NR_137181.1,8,0,0
1332,NR_137182.1,8,0,0
1333,NR_137183.1,4,0,0
1334,NR_137184.1,4,0,0
1335,NR_137185.1,4,0,0
1336,NR_137186.1,3,0,0
1337,NR_137187.1,3,0,0
1338,NR_137188.1,4,0,0
1339,NR_137189.1,7,0,0
1340,NR_137190.1,7,0,0
1341,NR_137191.1,7,0,0
1342,NR_137192.1,3,0,0
1343,NR_137193.1,5,0,0
1344,NR_137194.1,4,0,0
1345,NR_137195.1,8,0,0
1346,NR_137196.1,8,0,0
1347,NR_024430.2,8,0,0
1348,NR_137175.1,10,0,0
1349,NR_137176.1,6,0,0
1350,NR_137177.1,6,0,0
1351,NR_137178.1,7,0,0
1352,NR_137179.1,6,0,0
1353,NR_137180.1,7,0,0
1354,NR_137181.1,8,0,0
1355,NR_137182.1,8,0,0
1356,NR_137183.1,4,0,0
1357,NR_137184.1,4,0,0
1358,NR_137185.1,4,0,0
1359,NR_137186.1,3,0,0
1360,NR_137187.1,3,0,0
1361,NR_137188.1,4,0,0
1362,NR_137189.1,7,0,0
1363,NR_137190.1,7,0,0
1364,NR_137191.1,7,0,0
1365,NR_137192.1,3,0,0
1366,NR_137193.1,5,0,0
1367,NR_137194.1,4,0,0
1368,NR_137195.1,8,0,0
1369,NR_137196.1,8,0,0
1370,NR_001458.3,5,0,0
1371,NR_027350.1,18,1,0
1372,NR_027349.1,3,1,0
1373,NR_028502.1,20,2,0
1374,NR_028503.1,15,1,0
1375,NR_028504.1,9,1,0
1376,NR_028505.1,9,1,0
1377,NR_024607.1,6,0,0
1378,NR_026677.1,66,6,0
1379,NR_033882.1,10,0,0
1380,NR_038835.1,10,2,0
1381,NR_036521.1,9,1,0
1382,NR_036522.1,4,1,0
1383,NR_036497.1,18,0,0
1384,NR_110230.2,10,1,0
1385,NR_161162.1,5,2,0
1386,NR_161163.1,8,1,0
1387,NR_036480.1,16,4,0
1388,NR_038108.1,9,0,0
1389,NR_038109.1,9,0,0
1390,NR_038110.1,8,0,0
1391,NR_038111.1,8,0,0
1392,NR_003108.2,16,0,0
1393,NR_138145.1,10,0,0
1394,NR_003108.2,16,0,0
1395,NR_138145.1,10,0,0
1396,NR_024358.1,8,0,0
1397,NR_028375.2,6,0,0
1398,NR_131012.1,134,16,0
1399,NR_028272.1,33,8,0
1400,NR_131012.1,134,16,0
1401,NR_028272.1,33,8,0
1402,NR_131012.1,134,16,0
1403,NR_028272.1,33,8,0
1404,NR_131012.1,134,16,0
1405,NR_028272.1,33,8,0
1406,NR_131012.1,134,16,0
1407,NR_028272.1,33,8,0
1408,NR_131012.1,134,16,0
1409,NR_028272.1,33,8,0
1410,NR_131012.1,134,16,0
1411,NR_028272.1,33,8,0
1412,NR_131012.1,134,16,0
1413,NR_028272.1,33,8,0
1414,NR_131012.1,134,16,0
1415,NR_028272.1,33,8,0
1416,NR_131012.1,134,16,0
1417,NR_028272.1,33,8,0
1418,NR_131012.1,134,16,0
1419,NR_028272.1,33,8,0
1420,NR_131012.1,134,16,0
1421,NR_028272.1,33,8,0
1422,NR_131012.1,134,16,0
1423,NR_028272.1,33,8,0
1424,NR_131157.1,26,2,0
1425,NR_073113.1,15,0,0
1426,NR_027451.1,25,5,0
1427,NR_102743.1,9,0,0
1428,NR_102744.1,4,0,0
1429,NR_125738.1,3,0,0
1430,NR_102743.1,9,0,0
1431,NR_102744.1,4,0,0
1432,NR_125738.1,3,0,0
1433,NR_170321.1,6,2,0
1434,NR_015441.1,20,1,0
1435,NR_033374.1,29,1,0
1436,NR_033878.1,3,0,0
1437,NR_036537.1,12,0,0
1438,NR_037661.1,18,3,0
1439,NR_038990.1,8,0,0
1440,NR_045617.2,4,0,0
1441,NR_046321.2,9,0,0
1442,NR_046711.1,2,0,0
1443,NR_110882.1,4,0,0
1444,NR_026757.2,30,0,0
1445,NR_152820.1,26,0,0
1446,NR_152821.1,6,0,0
1447,NR_152822.1,31,0,0
1448,NR_026757.2,30,0,0
1449,NR_152820.1,26,0,0
1450,NR_152821.1,6,0,0
1451,NR_152822.1,31,0,0
1452,NR_026757.2,30,0,0
1453,NR_152820.1,26,0,0
1454,NR_152821.1,6,0,0
1455,NR_152822.1,31,0,0
1456,NR_109836.1,6,0,0
1457,NR_109836.1,6,0,0
1458,NR_109836.1,6,0,0
1459,NR_109836.1,6,0,0
1460,NR_024617.1,18,0,0
1461,NR_028508.1,11,0,0
1462,NR_028509.1,20,1,0
1463,NR_024617.1,18,0,0
1464,NR_028508.1,11,0,0
1465,NR_028509.1,20,1,0
1466,NR_024617.1,18,0,0
1467,NR_028508.1,11,0,0
1468,NR_028509.1,20,1,0
1469,NR_045262.2,14,0,0
1470,NR_045262.2,14,0,0
1471,NR_045262.2,14,0,0
1472,NR_045262.2,14,0,0
1473,NR_045262.2,14,0,0
1474,NR_046325.1,3,1,0
1475,NR_046326.1,2,1,0
1476,NR_121191.1,6,0,0
1477,NR_121192.1,3,0,0
1478,NR_015423.2,4,0,0
1479,NR_038230.1,24,3,0
1480,NR_110387.1,6,0,0
1481,NR_038892.1,10,0,0
1482,NR_038893.1,9,0,0
1483,NR_038894.1,6,0,0
1484,NR_038892.1,10,0,0
1485,NR_038893.1,9,0,0
1486,NR_038894.1,6,0,0
1487,NR_138047.1,8,0,0
1488,NR_036502.1,11,1,0
1489,NR_036503.1,11,1,0
1490,NR_109833.1,60,1,0
1491,NR_109833.1,60,1,0
1492,NR_003367.3,13,1,0
1493,NR_003367.3,13,1,0
1494,NR_003367.3,13,1,0
1495,NR_003367.3,13,1,0
1496,NR_003367.3,13,1,0
1497,NR_003367.3,13,1,0
1498,NR_003367.3,13,1,0
1499,NR_003367.3,13,1,0
1500,NR_003367.3,13,1,0
1501,NR_003367.3,13,1,0
1502,NR_003367.3,13,1,0
1503,NR_003367.3,13,1,0
1504,NR_003367.3,13,1,0
1505,NR_003367.3,13,1,0
1506,NR_045388.1,1,1,0
1507,NR_024281.1,23,2,0
1508,NR_110665.1,7,0,0
1509,NR_110666.1,11,0,0
1510,NR_110665.1,7,0,0
1511,NR_110666.1,11,0,0
1512,NR_110665.1,7,0,0
1513,NR_110666.1,11,0,0
1514,NR_110665.1,7,0,0
1515,NR_110666.1,11,0,0
1516,NR_026968.1,18,0,0
1517,NR_002312.1,6,0,0
1518,NR_026812.1,9,1,0
1519,NR_125803.1,5,2,0
1520,NR_026830.1,20,3,0
1521,NR_026830.1,20,3,0
1522,NR_024110.1,11,0,0
1523,NR_024111.1,10,0,0
1524,NR_001588.2,8,0,0
1525,NR_024109.1,7,0,0
1526,NR_024110.1,11,0,0
1527,NR_024111.1,10,0,0
1528,NR_001588.2,8,0,0
1529,NR_024109.1,7,0,0
1530,NR_036485.1,11,2,0
1531,NR_003023.1,4,1,0
1532,NR_038940.1,10,0,0
1533,NR_024470.1,15,1,0
1534,NR_024470.1,15,1,0
1535,NR_024470.1,15,1,0
1536,NR_024470.1,15,1,0
1537,NR_024470.1,15,1,0
1538,NR_003098.2,5,0,0
1539,NR_152575.1,9,0,0
1540,NR_152576.1,9,0,0
1541,NR_152577.1,4,0,0
1542,NR_152578.1,4,0,0
1543,NR_152579.1,4,0,0
1544,NR_152580.1,4,0,0
1545,NR_152581.1,4,0,0
1546,NR_152582.1,5,0,0
1547,NR_152583.1,3,0,0
1548,NR_152584.1,7,0,0
1549,NR_152585.1,7,0,0
1550,NR_003098.2,5,0,0
1551,NR_152575.1,9,0,0
1552,NR_152576.1,9,0,0
1553,NR_152577.1,4,0,0
1554,NR_152578.1,4,0,0
1555,NR_152579.1,4,0,0
1556,NR_152580.1,4,0,0
1557,NR_152581.1,4,0,0
1558,NR_152582.1,5,0,0
1559,NR_152583.1,3,0,0
1560,NR_152584.1,7,0,0
1561,NR_152585.1,7,0,0
1562,NR_003098.2,5,0,0
1563,NR_152575.1,9,0,0
1564,NR_152576.1,9,0,0
1565,NR_152577.1,4,0,0
1566,NR_152578.1,4,0,0
1567,NR_152579.1,4,0,0
1568,NR_152580.1,4,0,0
1569,NR_152581.1,4,0,0
1570,NR_152582.1,5,0,0
1571,NR_152583.1,3,0,0
1572,NR_152584.1,7,0,0
1573,NR_152585.1,7,0,0
1574,NR_003098.2,5,0,0
1575,NR_152575.1,9,0,0
1576,NR_152576.1,9,0,0
1577,NR_152577.1,4,0,0
1578,NR_152578.1,4,0,0
1579,NR_152579.1,4,0,0
1580,NR_152580.1,4,0,0
1581,NR_152581.1,4,0,0
1582,NR_152582.1,5,0,0
1583,NR_152583.1,3,0,0
1584,NR_152584.1,7,0,0
1585,NR_152585.1,7,0,0
1586,NR_003098.2,5,0,0
1587,NR_152575.1,9,0,0
1588,NR_152576.1,9,0,0
1589,NR_152577.1,4,0,0
1590,NR_152578.1,4,0,0
1591,NR_152579.1,4,0,0
1592,NR_152580.1,4,0,0
1593,NR_152581.1,4,0,0
1594,NR_152582.1,5,0,0
1595,NR_152583.1,3,0,0
1596,NR_152584.1,7,0,0
1597,NR_152585.1,7,0,0
1598,NR_003098.2,5,0,0
1599,NR_152575.1,9,0,0
1600,NR_152576.1,9,0,0
1601,NR_152577.1,4,0,0
1602,NR_152578.1,4,0,0
1603,NR_152579.1,4,0,0
1604,NR_152580.1,4,0,0
1605,NR_152581.1,4,0,0
1606,NR_152582.1,5,0,0
1607,NR_152583.1,3,0,0
1608,NR_152584.1,7,0,0
1609,NR_152585.1,7,0,0
1610,NR_003098.2,5,0,0
1611,NR_152575.1,9,0,0
1612,NR_152576.1,9,0,0
1613,NR_152577.1,4,0,0
1614,NR_152578.1,4,0,0
1615,NR_152579.1,4,0,0
1616,NR_152580.1,4,0,0
1617,NR_152581.1,4,0,0
1618,NR_152582.1,5,0,0
1619,NR_152583.1,3,0,0
1620,NR_152584.1,7,0,0
1621,NR_152585.1,7,0,0
1622,NR_003098.2,5,0,0
1623,NR_152575.1,9,0,0
1624,NR_152576.1,9,0,0
1625,NR_152577.1,4,0,0
1626,NR_152578.1,4,0,0
1627,NR_152579.1,4,0,0
1628,NR_152580.1,4,0,0
1629,NR_152581.1,4,0,0
1630,NR_152582.1,5,0,0
1631,NR_152583.1,3,0,0
1632,NR_152584.1,7,0,0
1633,NR_152585.1,7,0,0
1634,NR_003098.2,5,0,0
1635,NR_152575.1,9,0,0
1636,NR_152576.1,9,0,0
1637,NR_152577.1,4,0,0
1638,NR_152578.1,4,0,0
1639,NR_152579.1,4,0,0
1640,NR_152580.1,4,0,0
1641,NR_152581.1,4,0,0
1642,NR_152582.1,5,0,0
1643,NR_152583.1,3,0,0
1644,NR_152584.1,7,0,0
1645,NR_152585.1,7,0,0
1646,NR_003239.1,10,2,0
1647,NR_024127.2,8,0,0
1648,NR_146381.1,13,0,0
1649,NR_146382.1,9,0,0
1650,NR_146383.1,8,0,0
1651,NR_146384.1,13,0,0
1652,NR_146385.1,8,0,0
1653,NR_146386.1,8,0,0
1654,NR_146387.1,11,0,0
1655,NR_024127.2,8,0,0
1656,NR_146381.1,13,0,0
1657,NR_146382.1,9,0,0
1658,NR_146383.1,8,0,0
1659,NR_146384.1,13,0,0
1660,NR_146385.1,8,0,0
1661,NR_146386.1,8,0,0
1662,NR_146387.1,11,0,0
1663,NR_146177.1,175,1,0
1664,NR_146177.1,175,1,0
1665,NR_146177.1,175,1,0
1666,NR_003697.2,8,0,0
1667,NR_152594.1,7,0,0
1668,NR_152595.1,7,0,0
1669,NR_152596.1,8,0,0
1670,NR_152597.1,6,0,0
1671,NR_003697.2,8,0,0
1672,NR_152594.1,7,0,0
1673,NR_152595.1,7,0,0
1674,NR_152596.1,8,0,0
1675,NR_152597.1,6,0,0
1676,NR_003697.2,8,0,0
1677,NR_152594.1,7,0,0
1678,NR_152595.1,7,0,0
1679,NR_152596.1,8,0,0
1680,NR_152597.1,6,0,0
1681,NR_003697.2,8,0,0
1682,NR_152594.1,7,0,0
1683,NR_152595.1,7,0,0
1684,NR_152596.1,8,0,0
1685,NR_152597.1,6,0,0
1686,NR_015366.5,12,0,0
1687,NR_027241.3,12,0,0
1688,NR_152753.1,9,0,0
1689,NR_152754.1,14,0,0
1690,NR_152755.1,10,0,0
1691,NR_152756.1,10,0,0
1692,NR_152757.1,8,0,0
1693,NR_152758.1,12,0,0
1694,NR_152759.1,11,0,0
1695,NR_152760.1,11,0,0
1696,NR_152761.1,10,0,0
